GEOID,year,total_wind_score
01047,2021,200.56950683398716
01049,2021,237.2797264756381
01051,2021,222.4876263699098
01053,2021,161.36226028829026
01055,2021,209.14457673414393
01057,2021,181.56995140190125
01059,2021,173.4041258559897
01061,2021,138.84904343606695
01063,2021,199.99999999352812
01065,2021,199.99999996198753
01067,2021,133.44116237895423
01069,2021,99.28800701994983
01071,2021,218.15843070839622
01073,2021,213.86241492421328
01075,2021,171.75118051728282
01077,2021,150.74089732348045
01079,2021,168.8667372223227
01081,2021,212.6234013071793
01083,2021,165.57390112881507
01085,2021,199.25774933058358
01087,2021,246.08856258904208
01089,2021,196.5503318641012
01091,2021,200.00000000042266
01093,2021,189.70304006088318
01095,2021,195.29243020323486
01097,2021,171.08382240726553
01099,2021,190.18305896733625
01101,2021,219.33649948266623
01103,2021,180.7138738868132
01105,2021,200.28144055345663
01107,2021,192.89860472575083
01109,2021,177.56049378018403
01111,2021,251.5152609151498
01113,2021,202.14121277963181
01115,2021,213.66509016172492
01117,2021,214.8081593270526
01119,2021,199.99999997649755
01121,2021,229.40580602962774
01123,2021,239.39824745247788
01125,2021,184.26581054859054
01127,2021,196.25252939490846
01129,2021,190.91473006557027
01131,2021,199.99999998179126
01133,2021,190.25304826762982
04001,2021,0
04003,2021,0
04005,2021,0
04007,2021,0
04009,2021,0
04011,2021,0
04012,2021,0
04013,2021,0
04015,2021,0
04017,2021,0
04019,2021,0
04021,2021,0
04023,2021,0
04025,2021,0
04027,2021,0
05001,2021,100.00000000976162
05003,2021,91.7214271941179
05005,2021,71.16488542949031
05007,2021,0
05009,2021,22.31624937128468
05011,2021,80.00000000954662
05013,2021,79.99999999932405
05015,2021,0.7526551576796441
05017,2021,124.22832434298034
05019,2021,79.58116022229873
05021,2021,119.99999997683098
05023,2021,98.09071656438165
05025,2021,80.70884861041716
05027,2021,67.98047678445515
05029,2021,79.99999997324998
05031,2021,120.00000003105997
05033,2021,0.9135852021688717
05035,2021,119.99999999395924
05037,2021,119.18070913167037
05039,2021,80.00000000633385
05041,2021,99.99999998079298
05043,2021,94.28063401567825
05045,2021,84.40887138998444
05047,2021,25.93310427534588
05049,2021,96.0147596735817
05051,2021,80.00000000540886
05053,2021,79.99999997807316
05055,2021,119.99999997360118
05057,2021,39.57396386110233
05059,2021,80.00000000540324
05061,2021,30.00000000001716
05063,2021,99.99999998233511
05065,2021,97.659589284425
05067,2021,101.07952623405869
05069,2021,95.18538088269933
05071,2021,34.437507793247356
05073,2021,38.6460702431781
05075,2021,107.92422838099199
05077,2021,113.75011454886865
05079,2021,99.51953696450803
05081,2021,30.00000000610641
05083,2021,31.921609029401388
05085,2021,99.99999998207201
05087,2021,6.684328084179828
05089,2021,58.94443900689934
05091,2021,29.99999999146388
05093,2021,120.00000000211503
05095,2021,99.99999999187405
05097,2021,40.03785582525606
05099,2021,72.30904560384376
05101,2021,39.90625916714825
05103,2021,79.99999998717593
05105,2021,80.00000002023992
05107,2021,106.50828746153083
05109,2021,41.0480734852516
05111,2021,119.94034959615101
05113,2021,29.99999999369552
05115,2021,74.80415890975003
05117,2021,99.99999998897273
05119,2021,86.03690328837658
05121,2021,111.43171054372073
05123,2021,116.75379318285353
05125,2021,80.00000001910855
05127,2021,29.999999998501135
05129,2021,73.3320509986107
05131,2021,18.36800858423012
05133,2021,29.99999999616326
05135,2021,100.00000001371149
05137,2021,88.67400153196917
05139,2021,79.9999999883573
05141,2021,79.99999998510597
05143,2021,0
05145,2021,100.00000000286363
05147,2021,100.20728090968849
05149,2021,55.32621173536268
06001,2021,0
06003,2021,0
06005,2021,0
06007,2021,0
06009,2021,0
06011,2021,0
06013,2021,0
06015,2021,0
06017,2021,0
06019,2021,0
06021,2021,0
06023,2021,0
06025,2021,0
06027,2021,0
06029,2021,0
06031,2021,0
06033,2021,0
06035,2021,0
06037,2021,0
06039,2021,0
06041,2021,0
06043,2021,0
06045,2021,0
06047,2021,0
06049,2021,0
06051,2021,0
06053,2021,0
06055,2021,0
06057,2021,0
06059,2021,0
06061,2021,0
06063,2021,0
06065,2021,0
06067,2021,0
06069,2021,0
06071,2021,0
06073,2021,0
06075,2021,0
06077,2021,0
06079,2021,0
06081,2021,0
06083,2021,0
06085,2021,0
06087,2021,0
06089,2021,0
06091,2021,0
06093,2021,0
06095,2021,0
06097,2021,0
06099,2021,0
06101,2021,0
06103,2021,0
06105,2021,0
06107,2021,0
06109,2021,0
06111,2021,0
06113,2021,0
06115,2021,0
08001,2021,0
08003,2021,0
08005,2021,0
08007,2021,0
08009,2021,0
08011,2021,0
08013,2021,0
08014,2021,0
08015,2021,0
08017,2021,0
08019,2021,0
08021,2021,0
08023,2021,0
08025,2021,0
08027,2021,0
08029,2021,0
08031,2021,0
08033,2021,0
08035,2021,0
08037,2021,0
08039,2021,0
08041,2021,0
08043,2021,0
08045,2021,0
08047,2021,0
08049,2021,0
08051,2021,0
08053,2021,0
08055,2021,0
08057,2021,0
08059,2021,0
08061,2021,0
08063,2021,0
08065,2021,0
08067,2021,0
08069,2021,0
08071,2021,0
08073,2021,0
08075,2021,0
08077,2021,0
08079,2021,0
08081,2021,0
08083,2021,0
08085,2021,0
08087,2021,0
08089,2021,0
08091,2021,0
08093,2021,0
08095,2021,0
08097,2021,0
08099,2021,0
08101,2021,0
08103,2021,0
08105,2021,0
08107,2021,0
08109,2021,0
08111,2021,0
08113,2021,0
08115,2021,0
08117,2021,0
08119,2021,0
08121,2021,0
08123,2021,0
08125,2021,0
09110,2021,405.91582288014814
09120,2021,352.84667988621516
09130,2021,534.6796006829858
09140,2021,341.23796734443306
09150,2021,467.0974912357922
09160,2021,284.83818756065807
09170,2021,399.6739221267303
09180,2021,557.8430979687924
09190,2021,304.15067357957673
10001,2021,176.04044409772928
10003,2021,186.35207627474378
10005,2021,191.59118838558805
11001,2021,102.71498179414453
12001,2021,5.250008761491854
12003,2021,2.5064608336281964
12005,2021,121.30710047007125
12007,2021,0
12009,2021,0
12011,2021,0
12013,2021,112.18986712362185
12015,2021,1.7845222262028324
12017,2021,2.711611093054087
12019,2021,0
12021,2021,0
12023,2021,28.758260310876956
12027,2021,0
12029,2021,83.73512189101126
12031,2021,0.6382226897009354
12033,2021,120.14421333512954
12035,2021,0
12037,2021,110.59780642407048
12039,2021,58.68638992630932
12041,2021,39.682851230191055
12043,2021,0
12045,2021,165.69312737445495
12047,2021,73.1073749384759
12049,2021,0
12051,2021,0
12053,2021,0
12055,2021,0
12057,2021,2.930371033188782
12059,2021,89.39186519361397
12061,2021,0
12063,2021,74.67258760197231
12065,2021,93.489196479296
12067,2021,88.11615419808689
12069,2021,0
12071,2021,0.39293789995861467
12073,2021,31.65526135701827
12075,2021,38.09621407541722
12077,2021,121.31857462870994
12079,2021,79.79660112159642
12081,2021,3.7816135154145982
12083,2021,0
12085,2021,0
12086,2021,0
12087,2021,0.1307880333159732
12089,2021,26.092615360926295
12091,2021,75.92267128202273
12093,2021,0
12095,2021,0
12097,2021,0
12099,2021,0
12101,2021,3.1912906020739493
12103,2021,34.00000000367619
12105,2021,0
12107,2021,0
12109,2021,0
12111,2021,0
12113,2021,111.47847399230278
12115,2021,4.509372618894496
12117,2021,0
12119,2021,0
12121,2021,79.01437881713649
12123,2021,113.68602370829143
12125,2021,0.3415887035353855
12127,2021,0
12129,2021,84.09177315291528
12131,2021,93.19231609323533
12133,2021,94.90790253584152
13001,2021,73.15878606555314
13003,2021,44.89348642054127
13005,2021,61.583621600546564
13007,2021,16.33890502895954
13009,2021,166.00362679449043
13011,2021,213.10056437390972
13013,2021,189.20815325157812
13015,2021,209.93556172599924
13017,2021,42.12669064923488
13019,2021,15.398931818125636
13021,2021,118.11966688533042
13023,2021,120.02189018931736
13025,2021,75.00000000297842
13027,2021,75.84252032589467
13029,2021,41.07806591491143
13031,2021,87.96102558325754
13033,2021,155.04092580726635
13035,2021,185.86983711139325
13037,2021,92.2033221393928
13039,2021,46.79364081551428
13043,2021,112.99945715499359
13045,2021,245.07634282648425
13047,2021,173.99231100413024
13049,2021,56.87657485528679
13051,2021,54.75710792081259
13053,2021,186.23461900270888
13055,2021,241.34375339547975
13057,2021,195.18650680129778
13059,2021,195.93607074515714
13061,2021,111.97386959344848
13063,2021,219.06046324205366
13065,2021,15.890514960280681
13067,2021,209.99999996983212
13069,2021,45.10422286935736
13071,2021,26.521779325351314
13073,2021,168.27050105611926
13075,2021,44.99999998748154
13077,2021,217.1598978329849
13079,2021,144.87018310381097
13081,2021,94.51082095684424
13083,2021,220.87775391858563
13085,2021,184.99999985582903
13087,2021,24.86244500659072
13089,2021,196.9309342925879
13091,2021,129.1706830841658
13093,2021,97.95343705693054
13095,2021,32.770962687997574
13097,2021,226.0611659722488
13099,2021,78.31985385392369
13101,2021,72.38732238696126
13103,2021,54.72344909175375
13105,2021,165.0000000501947
13107,2021,120.6800066526311
13109,2021,98.74062064542615
13111,2021,194.18527496184691
13113,2021,232.8765605241406
13115,2021,238.07253095427942
13117,2021,184.99999997636746
13119,2021,170.6526427044082
13121,2021,212.0090757413965
13123,2021,185.0000000299149
13125,2021,197.77380914156208
13127,2021,50.05339759347424
13129,2021,203.52588358194845
13131,2021,20.258042784828515
13133,2021,168.39605759912902
13135,2021,184.9999999611767
13137,2021,197.63976020196856
13139,2021,185.06232317551
13141,2021,203.41053183347825
13143,2021,261.9972596908412
13145,2021,193.3423142415204
13147,2021,164.99999999068555
13149,2021,239.54197759663433
13151,2021,202.85105774534463
13153,2021,110.00000001192409
13155,2021,26.279335773720756
13157,2021,205.62852761276824
13159,2021,180.30589184452256
13161,2021,73.51946553010002
13163,2021,133.59899990647017
13165,2021,159.0957907128583
13167,2021,148.08495998609953
13169,2021,136.1005886962582
13171,2021,204.32396797387258
13173,2021,12.41710198646432
13175,2021,150.3643417644813
13177,2021,60.16059001177694
13179,2021,61.223311200838076
13181,2021,189.5616343319573
13183,2021,109.14391445555165
13185,2021,78.93353730811792
13187,2021,184.99999987492964
13189,2021,195.7414020551903
13191,2021,44.71033263524489
13193,2021,129.53673598138033
13195,2021,172.52893370609715
13197,2021,180.08746216337312
13199,2021,209.99999998086133
13201,2021,46.24856679992651
13205,2021,1.050885245976814
13207,2021,157.47866032431995
13209,2021,135.69227732141357
13211,2021,190.3249369609003
13213,2021,185.0219791777361
13215,2021,180.8259709224871
13217,2021,184.99999992758947
13219,2021,203.22353099840018
13221,2021,165.01395000606047
13223,2021,210.0000000077342
13225,2021,115.6506748312205
13227,2021,185.00000006206713
13229,2021,54.45622777277498
13231,2021,210.00000005113014
13233,2021,243.07595743845695
13235,2021,123.09765694571702
13237,2021,152.4346119370743
13239,2021,140.37220739286346
13241,2021,198.68144407613644
13243,2021,142.85282580866374
13245,2021,173.43985848653992
13247,2021,185.00390813334877
13249,2021,160.8264539349011
13251,2021,151.72617405637672
13253,2021,46.2812043205567
13255,2021,228.36076856101607
13257,2021,174.7438709490783
13259,2021,174.99999996894263
13261,2021,92.56671050835611
13263,2021,186.27013431352563
13265,2021,198.84859331935678
13267,2021,103.03280397212019
13269,2021,176.51069066033924
13271,2021,76.67015998367498
13273,2021,93.6349611541951
13275,2021,11.50076014487223
13277,2021,46.87709367053969
13279,2021,122.30640264897902
13281,2021,192.42130501807043
13283,2021,149.34301549052077
13285,2021,224.76464836525267
13287,2021,75.11685712634993
13289,2021,111.45099929617957
13291,2021,204.25914077489207
13293,2021,198.86998027214042
13295,2021,206.94437494848236
13297,2021,186.40688307458132
13299,2021,45.987995624401464
13301,2021,203.83364991252094
13303,2021,196.70196748263203
13305,2021,93.78219445547244
13307,2021,155.68152786494434
13309,2021,131.17383981787972
13311,2021,190.38809731357227
13313,2021,188.35238806169772
13315,2021,111.39912272190469
13317,2021,183.464374151897
13319,2021,153.22627853684395
13321,2021,42.873303542510996
16001,2021,0
16003,2021,0
16005,2021,0
16007,2021,0
16009,2021,0
16011,2021,0
16013,2021,0
16015,2021,0
16017,2021,0
16019,2021,0
16021,2021,0
16023,2021,0
16025,2021,0
16027,2021,0
16029,2021,0
16031,2021,0
16033,2021,0
16035,2021,0
16037,2021,0
16039,2021,0
16041,2021,0
16043,2021,0
16045,2021,0
16047,2021,0
16049,2021,0
16051,2021,0
16053,2021,0
16055,2021,0
16057,2021,0
16059,2021,0
16061,2021,0
16063,2021,0
16065,2021,0
16067,2021,0
16069,2021,0
16071,2021,0
16073,2021,0
16075,2021,0
16077,2021,0
16079,2021,0
16081,2021,0
16083,2021,0
16085,2021,0
16087,2021,0
17001,2021,0
17003,2021,103.01239138669236
17005,2021,26.50672030577734
17007,2021,0
17009,2021,0
17011,2021,0
17013,2021,0
17015,2021,0
17017,2021,0
17019,2021,0.02717393131650373
17021,2021,0.03762076017594842
17023,2021,45.056657826906225
17025,2021,58.84180573144801
17027,2021,42.07371801521998
17029,2021,24.426913968189535
17031,2021,0
17033,2021,68.22635360574573
17035,2021,36.328330982684065
17037,2021,0
17039,2021,0
17041,2021,12.094873368860402
17043,2021,0
17045,2021,37.05247879298956
17047,2021,84.56660590304527
17049,2021,39.16809435055654
17051,2021,29.9612411488955
17053,2021,0
17055,2021,81.10286914709062
17057,2021,0
17059,2021,84.99999998652189
17061,2021,0
17063,2021,0
17065,2021,84.99999997199626
17067,2021,0
17069,2021,84.99999997909414
17071,2021,0
17073,2021,0
17075,2021,0
17077,2021,65.26767500615983
17079,2021,59.99999999782192
17081,2021,75.42835206006649
17083,2021,0
17085,2021,0
17087,2021,85.00000004552781
17089,2021,0
17091,2021,0
17093,2021,0
17095,2021,0
17097,2021,0
17099,2021,0
17101,2021,75.7264963508767
17103,2021,0
17105,2021,0
17107,2021,0
17109,2021,0
17111,2021,0
17113,2021,0
17115,2021,0
17117,2021,0
17119,2021,6.123169042296074
17121,2021,49.74762209632843
17123,2021,0
17125,2021,0
17127,2021,105.19054841025707
17129,2021,0
17131,2021,0
17133,2021,48.3424601788573
17135,2021,2.86437329428231
17137,2021,0
17139,2021,6.535159606409874
17141,2021,0
17143,2021,0
17145,2021,65.00000000922745
17147,2021,0
17149,2021,0
17151,2021,88.11636470893355
17153,2021,107.79007155950482
17155,2021,0
17157,2021,64.99999998450745
17159,2021,60.8988731827338
17161,2021,0
17163,2021,39.29121590155732
17165,2021,84.99999998006824
17167,2021,0
17169,2021,0
17171,2021,0
17173,2021,14.730134885972676
17175,2021,0
17177,2021,0
17179,2021,0
17181,2021,71.8797441445884
17183,2021,4.452450300153726
17185,2021,91.83940000125844
17187,2021,0
17189,2021,64.94758788834467
17191,2021,84.24737327084607
17193,2021,85.00000002649804
17195,2021,0
17197,2021,0
17199,2021,83.89808169395847
17201,2021,0
17203,2021,0
18001,2021,45.0000000161059
18003,2021,34.18780254271116
18005,2021,72.69942822720124
18007,2021,0
18009,2021,45.00000004699018
18011,2021,64.99999999932788
18013,2021,76.83060765966579
18015,2021,34.233377818532134
18017,2021,29.097224886467973
18019,2021,85.00000002844087
18021,2021,69.4355705129013
18023,2021,51.22687067336289
18025,2021,97.16242514518484
18027,2021,84.99999999483413
18029,2021,65.40878987072695
18031,2021,65.01263507943942
18033,2021,24.999999993671285
18035,2021,59.74455839942101
18037,2021,101.24327403271357
18039,2021,2.9421315821896954
18041,2021,65.0000000528566
18043,2021,85.0000000034012
18045,2021,30.72374764247313
18047,2021,64.99999997628989
18049,2021,16.779413995888735
18051,2021,108.84032939821935
18053,2021,45.00000001132469
18055,2021,85.00000001114462
18057,2021,64.99999998133828
18059,2021,64.99999998686361
18061,2021,95.69866072998461
18063,2021,64.99999998928624
18065,2021,64.9999999853291
18067,2021,45.00000002863746
18069,2021,43.63184641387765
18071,2021,84.99999999680625
18073,2021,0
18075,2021,45.000000007887884
18077,2021,85.00000002645108
18079,2021,82.6231461053919
18081,2021,64.99999998961738
18083,2021,88.03639738927006
18085,2021,23.08226919240489
18087,2021,19.46644455885083
18089,2021,0
18091,2021,0
18093,2021,85.00000001775456
18095,2021,61.919299911799115
18097,2021,65.00000000228259
18099,2021,1.7077832771189856
18101,2021,84.99999996273766
18103,2021,36.244572547935505
18105,2021,81.14197696992697
18107,2021,63.2069168559517
18109,2021,65.00000000419655
18111,2021,0
18113,2021,25.000000001366764
18115,2021,71.77249224127776
18117,2021,85.00000000153892
18119,2021,72.87895859271345
18121,2021,62.4083529743791
18123,2021,110.00000002589746
18125,2021,104.57855908703195
18127,2021,0
18129,2021,96.58073272878539
18131,2021,0
18133,2021,64.99999998797793
18135,2021,63.302741274317356
18137,2021,71.02067802267648
18139,2021,65.00000002866398
18141,2021,0
18143,2021,85.0000000781895
18145,2021,65.00000001864854
18147,2021,110.0000000388055
18149,2021,0
18151,2021,25.000000010518704
18153,2021,84.70834320868549
18155,2021,84.15551529592402
18157,2021,29.96346358334415
18159,2021,56.28306075911939
18161,2021,65.000000057678193
18163,2021,110.00000005220629
18165,2021,37.13601595930239
18167,2021,65.42782343316387
18169,2021,37.93453674137292
18171,2021,0
18173,2021,110.00000005163017
18175,2021,85.00000000151627
18177,2021,65.0000000086587
18179,2021,45.00000001403835
18181,2021,0.7007103732765351
18183,2021,25.561394717726476
19001,2021,0
19003,2021,0
19005,2021,0
19007,2021,0
19009,2021,0
19011,2021,0
19013,2021,0
19015,2021,0
19017,2021,0
19019,2021,0
19021,2021,0
19023,2021,0
19025,2021,0
19027,2021,0
19029,2021,0
19031,2021,0
19033,2021,0
19035,2021,0
19037,2021,0
19039,2021,0
19041,2021,0
19043,2021,0
19045,2021,0
19047,2021,0
19049,2021,0
19051,2021,0
19053,2021,0
19055,2021,0
19057,2021,0
19059,2021,0
19061,2021,0
19063,2021,0
19065,2021,0
19067,2021,0
19069,2021,0
19071,2021,0
19073,2021,0
19075,2021,0
19077,2021,0
19079,2021,0
19081,2021,0
19083,2021,0
19085,2021,0
19087,2021,0
19089,2021,0
19091,2021,0
19093,2021,0
19095,2021,0
19097,2021,0
19099,2021,0
19101,2021,0
19103,2021,0
19105,2021,0
19107,2021,0
19109,2021,0
19111,2021,0
19113,2021,0
19115,2021,0
19117,2021,0
19119,2021,0
19121,2021,0
19123,2021,0
19125,2021,0
19127,2021,0
19129,2021,0
19131,2021,0
19133,2021,0
19135,2021,0
19137,2021,0
19139,2021,0
19141,2021,0
19143,2021,0
19145,2021,0
19147,2021,0
19149,2021,0
19151,2021,0
19153,2021,0
19155,2021,0
19157,2021,0
19159,2021,0
19161,2021,0
19163,2021,0
19165,2021,0
19167,2021,0
19169,2021,0
19171,2021,0
19173,2021,0
19175,2021,0
19177,2021,0
19179,2021,0
19181,2021,0
19183,2021,0
19185,2021,0
19187,2021,0
19189,2021,0
19191,2021,0
19193,2021,0
19195,2021,0
19197,2021,0
20001,2021,0
20003,2021,0
20005,2021,0
20007,2021,0
20009,2021,0
20011,2021,0
20013,2021,0
20015,2021,0
20017,2021,0
20019,2021,0
20021,2021,0
20023,2021,0
20025,2021,0
20027,2021,0
20029,2021,0
20031,2021,0
20033,2021,0
20035,2021,0
20037,2021,0
20039,2021,0
20041,2021,0
20043,2021,0
20045,2021,0
20047,2021,0
20049,2021,0
20051,2021,0
20053,2021,0
20055,2021,0
20057,2021,0
20059,2021,0
20061,2021,0
20063,2021,0
20065,2021,0
20067,2021,0
20069,2021,0
20071,2021,0
20073,2021,0
20075,2021,0
20077,2021,0
20079,2021,0
20081,2021,0
20083,2021,0
20085,2021,0
20087,2021,0
20089,2021,0
20091,2021,0
20093,2021,0
20095,2021,0
20097,2021,0
20099,2021,0
20101,2021,0
20103,2021,0
20105,2021,0
20107,2021,0
20109,2021,0
20111,2021,0
20113,2021,0
20115,2021,0
20117,2021,0
20119,2021,0
20121,2021,0
20123,2021,0
20125,2021,0
20127,2021,0
20129,2021,0
20131,2021,0
20133,2021,0
20135,2021,0
20137,2021,0
20139,2021,0
20141,2021,0
20143,2021,0
20145,2021,0
20147,2021,0
20149,2021,0
20151,2021,0
20153,2021,0
20155,2021,0
20157,2021,0
20159,2021,0
20161,2021,0
20163,2021,0
20165,2021,0
20167,2021,0
20169,2021,0
20171,2021,0
20173,2021,0
20175,2021,0
20177,2021,0
20179,2021,0
20181,2021,0
20183,2021,0
20185,2021,0
20187,2021,0
20189,2021,0
20191,2021,0
20193,2021,0
20195,2021,0
20197,2021,0
20199,2021,0
20201,2021,0
20203,2021,0
20205,2021,0
20207,2021,0
20209,2021,0
21001,2021,110.00000004716699
21003,2021,110.00000000498267
21005,2021,84.99999996353085
21007,2021,132.00947370775754
21009,2021,110.00000004164295
21011,2021,102.50479770157048
21013,2021,113.2285676895874
21015,2021,65.7950945717583
21017,2021,85.00000001434738
21019,2021,126.4315948284212
21021,2021,85.511002586691
21023,2021,65.29884747002126
21025,2021,104.99999999079898
21027,2021,110.00000000625415
21029,2021,98.10526327982473
21031,2021,109.99999998424465
21033,2021,96.86038683936526
21035,2021,139.99999999659914
21037,2021,64.99999994499812
21039,2021,140.00000007204582
21041,2021,84.99999989114491
21043,2021,90.87268233972668
21045,2021,108.54318730552072
21047,2021,126.987131046625
21049,2021,85.01909422748896
21051,2021,107.5034789700739
21053,2021,110.00000008941011
21055,2021,85.90674757833875
21057,2021,110.00000000287737
21059,2021,109.99999997131215
21061,2021,110.00000005595558
21063,2021,85.00000004346025
21065,2021,96.57226826162119
21067,2021,85.0000000203011
21069,2021,82.39684233148893
21071,2021,88.45024993307345
21073,2021,85.0000000253257
21075,2021,131.81990634797685
21077,2021,84.74563574365659
21079,2021,85.00000000697064
21081,2021,84.4989129079332
21083,2021,140.0000000200677
21085,2021,109.99999996337034
21087,2021,110.00000003213398
21089,2021,109.53183042000396
21091,2021,109.9999999482392
21093,2021,110.00000000165457
21095,2021,127.91159613164461
21097,2021,84.9585969335117
21099,2021,109.99999997613119
21101,2021,109.1001587468825
21103,2021,85.00000001672838
21105,2021,140.00000007892424
21107,2021,109.82264480448647
21109,2021,91.1583719873747
21111,2021,85.73623641468453
21113,2021,84.99999991464504
21115,2021,90.62172523181334
21117,2021,65.000000065411
21119,2021,104.93927187202146
21121,2021,111.7149800487463
21123,2021,110.00000000780676
21125,2021,88.55388023247728
21127,2021,108.72964450513302
21129,2021,104.99999991624053
21131,2021,114.68898321426676
21133,2021,105.10527948162208
21135,2021,82.94687954864715
21137,2021,86.67830804203072
21139,2021,97.40405128045958
21141,2021,111.93245202754437
21143,2021,110.36842962029252
21145,2021,125.20162859233675
21147,2021,129.10088646795924
21149,2021,109.99999996122011
21151,2021,85.00000003065199
21153,2021,97.44976856690478
21155,2021,109.72242994801177
21157,2021,133.55352101002904
21159,2021,115.00000005107889
21161,2021,65.00144479848832
21163,2021,110.00000001194704
21165,2021,105.00000002927995
21167,2021,85.00000002610835
21169,2021,109.99999996380677
21171,2021,109.99999995741808
21173,2021,97.37254397509433
21175,2021,95.36615170098338
21177,2021,109.99999998450322
21179,2021,100.16249133784987
21181,2021,85.00000007239474
21183,2021,109.99999998496061
21185,2021,84.9999999676484
21187,2021,84.9999999794888
21189,2021,105.000000072396
21191,2021,73.75327929359312
21193,2021,105.22162572182839
21195,2021,107.40892422178196
21197,2021,104.21327358551753
21199,2021,103.03137483299932
21201,2021,72.66325451755337
21203,2021,84.99999995129879
21205,2021,88.22234156552608
21207,2021,110.00000003248164
21209,2021,84.9999999940181
21211,2021,85.00000001354067
21213,2021,109.99999998506894
21215,2021,84.99999993566526
21217,2021,109.99999996354167
21219,2021,121.80342969344149
21221,2021,129.63788798353016
21223,2021,84.99999991172977
21225,2021,90.15512982195237
21227,2021,109.99999998156522
21229,2021,91.17869579878649
21231,2021,109.99999998356208
21233,2021,107.60113871933106
21235,2021,122.5790181265749
21237,2021,105.00000005873997
21239,2021,85.00000005967381
22001,2021,264.7522795189277
22003,2021,225.6551969895749
22005,2021,465.14803596293297
22007,2021,465.8680603570052
22009,2021,341.4289933881617
22011,2021,211.54286362651257
22013,2021,63.508099239796515
22015,2021,31.8407939308682
22017,2021,31.873372345213575
22019,2021,236.43904982304267
22021,2021,132.4830628225878
22023,2021,256.94590119431695
22025,2021,238.84425347142283
22027,2021,69.83822311770092
22029,2021,321.67030307643074
22031,2021,49.28799194181598
22033,2021,498.660514839592
22035,2021,112.8347343830641
22037,2021,435.92609878374583
22039,2021,299.8744690370281
22041,2021,156.30987754747275
22043,2021,146.82109101242358
22045,2021,459.94570907598006
22047,2021,495.2029630600527
22049,2021,90.9504052933155
22051,2021,440.89287563045997
22053,2021,296.612903276475
22055,2021,442.0195754278155
22057,2021,521.3113845472409
22059,2021,187.46153852004682
22061,2021,80.11184631510679
22063,2021,502.22487245436486
22065,2021,140.83688058363444
22067,2021,105.34088560938585
22069,2021,113.16863487865693
22071,2021,432.67947379836943
22073,2021,89.62166604582792
22075,2021,333.4504501220883
22077,2021,395.18747018577307
22079,2021,202.3841475146761
22081,2021,47.4511736123674
22083,2021,143.52971542426334
22085,2021,123.95926120368995
22087,2021,344.4261668061486
22089,2021,455.04965725706114
22091,2021,459.53663654851954
22093,2021,504.2146330408392
22095,2021,482.5975678172371
22097,2021,348.56061856857906
22099,2021,450.0239241566116
22101,2021,482.2561081473815
22103,2021,373.19164421727726
22105,2021,443.1205345973441
22107,2021,170.54640036931852
22109,2021,524.0905588110627
22111,2021,80.00000000842265
22113,2021,339.7632078553439
22115,2021,171.39745620502205
22117,2021,364.10263979076893
22119,2021,49.139306033294424
22121,2021,507.42564331830476
22123,2021,124.46018624146036
22125,2021,389.51971290409716
22127,2021,100.73236136540906
23001,2021,132.1673814600749
23003,2021,7.6274466395190395
23005,2021,183.7125076770726
23007,2021,31.784394294351454
23009,2021,123.62368644805458
23011,2021,131.1701602077279
23013,2021,182.26499841330164
23015,2021,159.58791293509077
23017,2021,66.95988273198166
23019,2021,45.99948678554669
23021,2021,8.0010960151709
23023,2021,210.9864875775351
23025,2021,20.123684542234837
23027,2021,125.60944152553348
23029,2021,100.37834888187864
23031,2021,216.28838251480167
24001,2021,115.33274801923055
24003,2021,106.04726384640705
24005,2021,99.89094449697853
24009,2021,126.40477541609002
24011,2021,158.18778536543246
24013,2021,90.09634287933308
24015,2021,154.93654942908708
24017,2021,125.56606775986299
24019,2021,142.15457894340923
24021,2021,92.27035899431877
24023,2021,104.60241681801418
24025,2021,104.90427353848756
24027,2021,91.89799104594347
24029,2021,121.84380927820114
24031,2021,89.99999997192742
24033,2021,135.52523645062755
24035,2021,135.66506999910138
24037,2021,122.99209343304787
24039,2021,154.02848808556095
24041,2021,160.40248312768156
24043,2021,113.03128646656779
24045,2021,184.51016239800396
24047,2021,208.10171820405586
24510,2021,114.27773502161529
25001,2021,420.24621562142755
25003,2021,237.47401730586859
25005,2021,494.24149800417035
25007,2021,515.9142356502217
25009,2021,255.92995205399038
25011,2021,257.5703732998979
25013,2021,318.19167189988434
25015,2021,292.14131348653785
25017,2021,341.64514303866514
25019,2021,477.09431937588437
25021,2021,368.6730603198931
25023,2021,421.48303948887065
25025,2021,359.82797553186265
25027,2021,335.2893780649927
26001,2021,0
26003,2021,0
26005,2021,0
26007,2021,0
26009,2021,0
26011,2021,0
26013,2021,0
26015,2021,0
26017,2021,0
26019,2021,0
26021,2021,0
26023,2021,12.703873250660441
26025,2021,0.3524421109677576
26027,2021,0
26029,2021,0
26031,2021,0
26033,2021,0
26035,2021,0
26037,2021,0
26039,2021,0
26041,2021,0
26043,2021,0
26045,2021,0
26047,2021,0
26049,2021,0
26051,2021,0
26053,2021,0
26055,2021,0
26057,2021,0
26059,2021,24.750056638086203
26061,2021,0
26063,2021,0
26065,2021,0
26067,2021,0
26069,2021,0
26071,2021,0
26073,2021,0
26075,2021,9.475379926439695
26077,2021,0
26079,2021,0
26081,2021,0
26083,2021,0
26085,2021,0
26087,2021,0
26089,2021,0
26091,2021,24.999999996603066
26093,2021,0.4026628660542124
26095,2021,0
