FIPS,county_state,year,pop
48299,"Llano County, Texas",2014,19666
05083,"Logan County, Arkansas",2000,22500
05083,"Logan County, Arkansas",2001,22385
05083,"Logan County, Arkansas",2002,22454
05083,"Logan County, Arkansas",2003,22707
05083,"Logan County, Arkansas",2004,22682
05083,"Logan County, Arkansas",2005,22661
05083,"Logan County, Arkansas",2006,22689
05083,"Logan County, Arkansas",2007,22758
05083,"Logan County, Arkansas",2008,22699
05083,"Logan County, Arkansas",2009,22429
05083,"Logan County, Arkansas",2010,22308
05083,"Logan County, Arkansas",2011,22242
05083,"Logan County, Arkansas",2012,21928
05083,"Logan County, Arkansas",2013,22031
05083,"Logan County, Arkansas",2014,21866
08075,"Logan County, Colorado",2000,20699
08075,"Logan County, Colorado",2001,21459
08075,"Logan County, Colorado",2002,21548
08075,"Logan County, Colorado",2003,21825
08075,"Logan County, Colorado",2004,21795
08075,"Logan County, Colorado",2005,21694
08075,"Logan County, Colorado",2006,21911
08075,"Logan County, Colorado",2007,22163
08075,"Logan County, Colorado",2008,22128
08075,"Logan County, Colorado",2009,22451
08075,"Logan County, Colorado",2010,22750
08075,"Logan County, Colorado",2011,22577
08075,"Logan County, Colorado",2012,22356
08075,"Logan County, Colorado",2013,22174
08075,"Logan County, Colorado",2014,22440
17107,"Logan County, Illinois",2000,31161
17107,"Logan County, Illinois",2001,30934
17107,"Logan County, Illinois",2002,30873
17107,"Logan County, Illinois",2003,30958
17107,"Logan County, Illinois",2004,30981
17107,"Logan County, Illinois",2005,30795
17107,"Logan County, Illinois",2006,30562
17107,"Logan County, Illinois",2007,30498
17107,"Logan County, Illinois",2008,30513
17107,"Logan County, Illinois",2009,30342
17107,"Logan County, Illinois",2010,30283
17107,"Logan County, Illinois",2011,30270
17107,"Logan County, Illinois",2012,30358
17107,"Logan County, Illinois",2013,29826
17107,"Logan County, Illinois",2014,29660
20109,"Logan County, Kansas",2000,3059
20109,"Logan County, Kansas",2001,2992
20109,"Logan County, Kansas",2002,2984
20109,"Logan County, Kansas",2003,2925
20109,"Logan County, Kansas",2004,2905
20109,"Logan County, Kansas",2005,2881
20109,"Logan County, Kansas",2006,2808
20109,"Logan County, Kansas",2007,2798
20109,"Logan County, Kansas",2008,2779
20109,"Logan County, Kansas",2009,2729
20109,"Logan County, Kansas",2010,2774
20109,"Logan County, Kansas",2011,2766
20109,"Logan County, Kansas",2012,2794
20109,"Logan County, Kansas",2013,2775
20109,"Logan County, Kansas",2014,2768
21141,"Logan County, Kentucky",2000,26654
21141,"Logan County, Kentucky",2001,26609
21141,"Logan County, Kentucky",2002,26615
21141,"Logan County, Kentucky",2003,26533
21141,"Logan County, Kentucky",2004,26632
21141,"Logan County, Kentucky",2005,26721
21141,"Logan County, Kentucky",2006,26768
21141,"Logan County, Kentucky",2007,26911
21141,"Logan County, Kentucky",2008,26802
21141,"Logan County, Kentucky",2009,26872
21141,"Logan County, Kentucky",2010,26851
21141,"Logan County, Kentucky",2011,26847
21141,"Logan County, Kentucky",2012,26722
21141,"Logan County, Kentucky",2013,26976
21141,"Logan County, Kentucky",2014,26812
31113,"Logan County, Nebraska",2000,773
31113,"Logan County, Nebraska",2001,780
31113,"Logan County, Nebraska",2002,764
31113,"Logan County, Nebraska",2003,737
31113,"Logan County, Nebraska",2004,738
31113,"Logan County, Nebraska",2005,747
31113,"Logan County, Nebraska",2006,756
31113,"Logan County, Nebraska",2007,751
31113,"Logan County, Nebraska",2008,730
31113,"Logan County, Nebraska",2009,738
31113,"Logan County, Nebraska",2010,772
31113,"Logan County, Nebraska",2011,779
31113,"Logan County, Nebraska",2012,785
31113,"Logan County, Nebraska",2013,777
31113,"Logan County, Nebraska",2014,767
38047,"Logan County, North Dakota",2000,2300
38047,"Logan County, North Dakota",2001,2229
38047,"Logan County, North Dakota",2002,2209
38047,"Logan County, North Dakota",2003,2155
38047,"Logan County, North Dakota",2004,2126
38047,"Logan County, North Dakota",2005,2074
38047,"Logan County, North Dakota",2006,2018
38047,"Logan County, North Dakota",2007,2023
38047,"Logan County, North Dakota",2008,2000
38047,"Logan County, North Dakota",2009,1970
38047,"Logan County, North Dakota",2010,1998
38047,"Logan County, North Dakota",2011,1972
38047,"Logan County, North Dakota",2012,1941
38047,"Logan County, North Dakota",2013,1932
38047,"Logan County, North Dakota",2014,1941
39091,"Logan County, Ohio",2000,45984
39091,"Logan County, Ohio",2001,45865
39091,"Logan County, Ohio",2002,46089
39091,"Logan County, Ohio",2003,46257
39091,"Logan County, Ohio",2004,46247
39091,"Logan County, Ohio",2005,46066
39091,"Logan County, Ohio",2006,45902
39091,"Logan County, Ohio",2007,46154
39091,"Logan County, Ohio",2008,46115
39091,"Logan County, Ohio",2009,46055
39091,"Logan County, Ohio",2010,45743
39091,"Logan County, Ohio",2011,45623
39091,"Logan County, Ohio",2012,45410
39091,"Logan County, Ohio",2013,45393
39091,"Logan County, Ohio",2014,45473
40083,"Logan County, Oklahoma",2000,33967
40083,"Logan County, Oklahoma",2001,34657
40083,"Logan County, Oklahoma",2002,35030
40083,"Logan County, Oklahoma",2003,35922
40083,"Logan County, Oklahoma",2004,35842
40083,"Logan County, Oklahoma",2005,36501
40083,"Logan County, Oklahoma",2006,37060
40083,"Logan County, Oklahoma",2007,38709
40083,"Logan County, Oklahoma",2008,39964
40083,"Logan County, Oklahoma",2009,41116
40083,"Logan County, Oklahoma",2010,42056
40083,"Logan County, Oklahoma",2011,42575
40083,"Logan County, Oklahoma",2012,43042
40083,"Logan County, Oklahoma",2013,43829
40083,"Logan County, Oklahoma",2014,44680
54045,"Logan County, West Virginia",2000,37577
54045,"Logan County, West Virginia",2001,37013
54045,"Logan County, West Virginia",2002,37093
54045,"Logan County, West Virginia",2003,36947
54045,"Logan County, West Virginia",2004,36582
54045,"Logan County, West Virginia",2005,36476
54045,"Logan County, West Virginia",2006,36440
54045,"Logan County, West Virginia",2007,36443
54045,"Logan County, West Virginia",2008,36548
54045,"Logan County, West Virginia",2009,36645
54045,"Logan County, West Virginia",2010,36723
54045,"Logan County, West Virginia",2011,36461
54045,"Logan County, West Virginia",2012,36316
54045,"Logan County, West Virginia",2013,35933
54045,"Logan County, West Virginia",2014,35251
13183,"Long County, Georgia",2000,10370
13183,"Long County, Georgia",2001,10551
13183,"Long County, Georgia",2002,10894
13183,"Long County, Georgia",2003,10849
13183,"Long County, Georgia",2004,11355
13183,"Long County, Georgia",2005,11677
13183,"Long County, Georgia",2006,12152
13183,"Long County, Georgia",2007,12381
13183,"Long County, Georgia",2008,12744
13183,"Long County, Georgia",2009,13787
13183,"Long County, Georgia",2010,14574
13183,"Long County, Georgia",2011,15088
13183,"Long County, Georgia",2012,15994
13183,"Long County, Georgia",2013,16484
13183,"Long County, Georgia",2014,17029
05085,"Lonoke County, Arkansas",2000,53153
05085,"Lonoke County, Arkansas",2001,54043
05085,"Lonoke County, Arkansas",2002,55184
05085,"Lonoke County, Arkansas",2003,56452
05085,"Lonoke County, Arkansas",2004,58449
05085,"Lonoke County, Arkansas",2005,60225
05085,"Lonoke County, Arkansas",2006,62648
05085,"Lonoke County, Arkansas",2007,64379
05085,"Lonoke County, Arkansas",2008,66086
05085,"Lonoke County, Arkansas",2009,67481
05085,"Lonoke County, Arkansas",2010,68744
05085,"Lonoke County, Arkansas",2011,69529
05085,"Lonoke County, Arkansas",2012,70109
05085,"Lonoke County, Arkansas",2013,70742
05085,"Lonoke County, Arkansas",2014,71368
39093,"Lorain County, Ohio",2000,285095
39093,"Lorain County, Ohio",2001,285827
39093,"Lorain County, Ohio",2002,287489
39093,"Lorain County, Ohio",2003,290622
39093,"Lorain County, Ohio",2004,292125
39093,"Lorain County, Ohio",2005,294873
39093,"Lorain County, Ohio",2006,297259
39093,"Lorain County, Ohio",2007,298609
39093,"Lorain County, Ohio",2008,299814
39093,"Lorain County, Ohio",2009,300893
39093,"Lorain County, Ohio",2010,301478
39093,"Lorain County, Ohio",2011,301874
39093,"Lorain County, Ohio",2012,301712
39093,"Lorain County, Ohio",2013,303098
39093,"Lorain County, Ohio",2014,304464
35028,"Los Alamos County, New Mexico",2000,18263
35028,"Los Alamos County, New Mexico",2001,17610
35028,"Los Alamos County, New Mexico",2002,18060
35028,"Los Alamos County, New Mexico",2003,18408
35028,"Los Alamos County, New Mexico",2004,18416
35028,"Los Alamos County, New Mexico",2005,18407
35028,"Los Alamos County, New Mexico",2006,18477
35028,"Los Alamos County, New Mexico",2007,18281
35028,"Los Alamos County, New Mexico",2008,17924
35028,"Los Alamos County, New Mexico",2009,17742
35028,"Los Alamos County, New Mexico",2010,17994
35028,"Los Alamos County, New Mexico",2011,18229
35028,"Los Alamos County, New Mexico",2012,18234
35028,"Los Alamos County, New Mexico",2013,17947
35028,"Los Alamos County, New Mexico",2014,17803
06037,"Los Angeles County, California",2000,9538191
06037,"Los Angeles County, California",2001,9626034
06037,"Los Angeles County, California",2002,9705913
06037,"Los Angeles County, California",2003,9767145
06037,"Los Angeles County, California",2004,9793263
06037,"Los Angeles County, California",2005,9786373
06037,"Los Angeles County, California",2006,9737955
06037,"Los Angeles County, California",2007,9700359
06037,"Los Angeles County, California",2008,9735147
06037,"Los Angeles County, California",2009,9787400
06037,"Los Angeles County, California",2010,9823246
06037,"Los Angeles County, California",2011,9876482
06037,"Los Angeles County, California",2012,9935375
06037,"Los Angeles County, California",2013,9992484
06037,"Los Angeles County, California",2014,10040072
47105,"Loudon County, Tennessee",2000,39228
47105,"Loudon County, Tennessee",2001,40093
47105,"Loudon County, Tennessee",2002,40993
47105,"Loudon County, Tennessee",2003,41813
47105,"Loudon County, Tennessee",2004,42679
47105,"Loudon County, Tennessee",2005,43923
47105,"Loudon County, Tennessee",2006,45207
47105,"Loudon County, Tennessee",2007,46294
47105,"Loudon County, Tennessee",2008,47342
47105,"Loudon County, Tennessee",2009,47940
47105,"Loudon County, Tennessee",2010,48710
47105,"Loudon County, Tennessee",2011,49188
47105,"Loudon County, Tennessee",2012,49823
47105,"Loudon County, Tennessee",2013,50386
47105,"Loudon County, Tennessee",2014,50586
51107,"Loudoun County, Virginia",2000,173907
51107,"Loudoun County, Virginia",2001,189910
51107,"Loudoun County, Virginia",2002,203543
51107,"Loudoun County, Virginia",2003,220366
51107,"Loudoun County, Virginia",2004,238299
51107,"Loudoun County, Virginia",2005,254909
51107,"Loudoun County, Virginia",2006,267194
51107,"Loudoun County, Virginia",2007,279704
51107,"Loudoun County, Virginia",2008,292570
51107,"Loudoun County, Virginia",2009,303661
51107,"Loudoun County, Virginia",2010,315478
51107,"Loudoun County, Virginia",2011,326327
51107,"Loudoun County, Virginia",2012,337847
51107,"Loudoun County, Virginia",2013,349915
51107,"Loudoun County, Virginia",2014,362206
19115,"Louisa County, Iowa",2000,12174
19115,"Louisa County, Iowa",2001,12184
19115,"Louisa County, Iowa",2002,12225
19115,"Louisa County, Iowa",2003,12230
19115,"Louisa County, Iowa",2004,12115
19115,"Louisa County, Iowa",2005,11862
19115,"Louisa County, Iowa",2006,11904
19115,"Louisa County, Iowa",2007,11892
19115,"Louisa County, Iowa",2008,11830
19115,"Louisa County, Iowa",2009,11416
19115,"Louisa County, Iowa",2010,11382
19115,"Louisa County, Iowa",2011,11381
19115,"Louisa County, Iowa",2012,11360
19115,"Louisa County, Iowa",2013,11348
19115,"Louisa County, Iowa",2014,11250
51109,"Louisa County, Virginia",2000,25819
51109,"Louisa County, Virginia",2001,26320
51109,"Louisa County, Virginia",2002,27027
51109,"Louisa County, Virginia",2003,27867
51109,"Louisa County, Virginia",2004,28582
51109,"Louisa County, Virginia",2005,29835
51109,"Louisa County, Virginia",2006,30946
51109,"Louisa County, Virginia",2007,31716
51109,"Louisa County, Virginia",2008,32475
51109,"Louisa County, Virginia",2009,32840
51109,"Louisa County, Virginia",2010,33309
51109,"Louisa County, Virginia",2011,33465
51109,"Louisa County, Virginia",2012,33494
51109,"Louisa County, Virginia",2013,33987
51109,"Louisa County, Virginia",2014,34310
31115,"Loup County, Nebraska",2000,709
31115,"Loup County, Nebraska",2001,715
31115,"Loup County, Nebraska",2002,736
31115,"Loup County, Nebraska",2003,722
31115,"Loup County, Nebraska",2004,669
31115,"Loup County, Nebraska",2005,652
31115,"Loup County, Nebraska",2006,635
31115,"Loup County, Nebraska",2007,649
31115,"Loup County, Nebraska",2008,630
31115,"Loup County, Nebraska",2009,629
31115,"Loup County, Nebraska",2010,628
31115,"Loup County, Nebraska",2011,617
31115,"Loup County, Nebraska",2012,605
31115,"Loup County, Nebraska",2013,587
31115,"Loup County, Nebraska",2014,596
40085,"Love County, Oklahoma",2000,8826
40085,"Love County, Oklahoma",2001,8749
40085,"Love County, Oklahoma",2002,8836
40085,"Love County, Oklahoma",2003,8916
40085,"Love County, Oklahoma",2004,9044
40085,"Love County, Oklahoma",2005,9159
40085,"Love County, Oklahoma",2006,9207
40085,"Love County, Oklahoma",2007,9252
40085,"Love County, Oklahoma",2008,9291
40085,"Love County, Oklahoma",2009,9340
40085,"Love County, Oklahoma",2010,9412
40085,"Love County, Oklahoma",2011,9387
40085,"Love County, Oklahoma",2012,9572
40085,"Love County, Oklahoma",2013,9700
40085,"Love County, Oklahoma",2014,9741
48301,"Loving County, Texas",2000,65
48301,"Loving County, Texas",2001,66
48301,"Loving County, Texas",2002,75
48301,"Loving County, Texas",2003,72
48301,"Loving County, Texas",2004,55
48301,"Loving County, Texas",2005,70
48301,"Loving County, Texas",2006,75
48301,"Loving County, Texas",2007,79
48301,"Loving County, Texas",2008,61
48301,"Loving County, Texas",2009,77
48301,"Loving County, Texas",2010,84
48301,"Loving County, Texas",2011,95
48301,"Loving County, Texas",2012,86
48301,"Loving County, Texas",2013,106
48301,"Loving County, Texas",2014,89
01085,"Lowndes County, Alabama",2000,13471
01085,"Lowndes County, Alabama",2001,13329
01085,"Lowndes County, Alabama",2002,13231
01085,"Lowndes County, Alabama",2003,12996
01085,"Lowndes County, Alabama",2004,12623
01085,"Lowndes County, Alabama",2005,12397
01085,"Lowndes County, Alabama",2006,12124
01085,"Lowndes County, Alabama",2007,11973
01085,"Lowndes County, Alabama",2008,11813
01085,"Lowndes County, Alabama",2009,11486
01085,"Lowndes County, Alabama",2010,11289
01085,"Lowndes County, Alabama",2011,11140
01085,"Lowndes County, Alabama",2012,10851
01085,"Lowndes County, Alabama",2013,10661
01085,"Lowndes County, Alabama",2014,10494
13185,"Lowndes County, Georgia",2000,92206
13185,"Lowndes County, Georgia",2001,92402
13185,"Lowndes County, Georgia",2002,93903
13185,"Lowndes County, Georgia",2003,94207
13185,"Lowndes County, Georgia",2004,96510
13185,"Lowndes County, Georgia",2005,98273
13185,"Lowndes County, Georgia",2006,100592
13185,"Lowndes County, Georgia",2007,101752
13185,"Lowndes County, Georgia",2008,104918
13185,"Lowndes County, Georgia",2009,107583
13185,"Lowndes County, Georgia",2010,109689
13185,"Lowndes County, Georgia",2011,111479
13185,"Lowndes County, Georgia",2012,114071
13185,"Lowndes County, Georgia",2013,112883
13185,"Lowndes County, Georgia",2014,113506
28087,"Lowndes County, Mississippi",2000,61529
28087,"Lowndes County, Mississippi",2001,60958
28087,"Lowndes County, Mississippi",2002,60508
28087,"Lowndes County, Mississippi",2003,59919
28087,"Lowndes County, Mississippi",2004,59699
28087,"Lowndes County, Mississippi",2005,59237
28087,"Lowndes County, Mississippi",2006,59396
28087,"Lowndes County, Mississippi",2007,59355
28087,"Lowndes County, Mississippi",2008,59160
28087,"Lowndes County, Mississippi",2009,59663
28087,"Lowndes County, Mississippi",2010,59796
28087,"Lowndes County, Mississippi",2011,59615
28087,"Lowndes County, Mississippi",2012,59604
28087,"Lowndes County, Mississippi",2013,59803
28087,"Lowndes County, Mississippi",2014,59804
48303,"Lubbock County, Texas",2000,243109
48303,"Lubbock County, Texas",2001,246616
48303,"Lubbock County, Texas",2002,249407
48303,"Lubbock County, Texas",2003,253388
48303,"Lubbock County, Texas",2004,255669
48303,"Lubbock County, Texas",2005,257779
48303,"Lubbock County, Texas",2006,261761
48303,"Lubbock County, Texas",2007,265215
48303,"Lubbock County, Texas",2008,268197
48303,"Lubbock County, Texas",2009,274252
48303,"Lubbock County, Texas",2010,280301
48303,"Lubbock County, Texas",2011,283408
48303,"Lubbock County, Texas",2012,285961
48303,"Lubbock County, Texas",2013,289515
48303,"Lubbock County, Texas",2014,294433
19117,"Lucas County, Iowa",2000,9369
19117,"Lucas County, Iowa",2001,9386
19117,"Lucas County, Iowa",2002,9360
19117,"Lucas County, Iowa",2003,9384
19117,"Lucas County, Iowa",2004,9508
