FIPS,Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
51057,GovAid,817000,912000,920000,980000,1021000,1213000,1162000,1144000,1131000,1217000,1359000,1307000,1386000,1387000
51061,GovAid,4568000,5227000,5383000,5795000,6168000,7345000,7068000,6900000,6759000,7187000,8068000,7817000,8382000,8581000
51063,GovAid,1153000,1301000,1310000,1385000,1451000,1715000,1641000,1599000,1582000,1678000,1894000,1822000,1944000,1956000
51065,GovAid,1601000,1851000,1930000,2115000,2263000,2734000,2619000,2593000,2549000,2708000,3039000,2939000,3114000,3129000
51067,GovAid,3869000,4393000,4464000,4778000,5068000,6006000,5786000,5750000,5668000,6046000,6782000,6525000,6931000,6924000
51071,GovAid,1384000,1549000,1550000,1632000,1691000,1989000,1904000,1843000,1795000,1909000,2130000,2025000,2137000,2157000
51073,GovAid,2867000,3202000,3227000,3427000,3586000,4210000,4003000,3912000,3822000,4059000,4534000,4345000,4610000,4694000
51075,GovAid,1294000,1473000,1499000,1624000,1742000,2110000,2088000,2105000,2092000,2250000,2522000,2429000,2579000,2660000
51077,GovAid,1385000,1522000,1524000,1588000,1637000,1889000,1779000,1724000,1661000,1729000,1899000,1807000,1894000,1901000
51079,GovAid,1263000,1444000,1496000,1611000,1697000,2008000,1949000,1932000,1895000,2017000,2272000,2206000,2365000,2410000
51083,GovAid,3027000,3351000,3346000,3495000,3606000,4194000,3971000,3850000,3750000,3962000,4395000,4195000,4431000,4434000
51085,GovAid,7060000,8050000,8289000,8917000,9448000,11140000,10711000,10481000,10260000,10881000,12140000,11672000,12447000,12720000
51087,GovAid,21628000,24445000,24731000,26414000,28042000,33392000,32137000,31751000,31327000,33666000,37797000,36697000,39657000,40372000
51091,GovAid,210000,234000,227000,243000,248000,290000,277000,263000,253000,263000,284000,268000,283000,283000
51093,GovAid,2469000,2776000,2810000,3026000,3209000,3815000,3732000,3715000,3653000,3897000,4339000,4164000,4435000,4533000
51097,GovAid,551000,612000,611000,640000,683000,802000,772000,753000,729000,768000,865000,831000,887000,881000
51099,GovAid,1378000,1556000,1612000,1755000,1905000,2377000,2365000,2397000,2390000,2565000,2901000,2854000,3078000,3123000
51101,GovAid,1090000,1233000,1252000,1339000,1410000,1677000,1653000,1650000,1636000,1749000,1975000,1897000,2014000,2055000
51103,GovAid,929000,1023000,1029000,1094000,1138000,1330000,1262000,1230000,1188000,1250000,1386000,1321000,1386000,1387000
51105,GovAid,1940000,2143000,2161000,2287000,2374000,2774000,2631000,2557000,2497000,2658000,2961000,2836000,3003000,2939000
51107,GovAid,14399000,17538000,18802000,21411000,24052000,29964000,29700000,30182000,30705000,33709000,38975000,38769000,42659000,44490000
51109,GovAid,2133000,2423000,2490000,2701000,2878000,3498000,3430000,3414000,3400000,3637000,4103000,3958000,4214000,4284000
51111,GovAid,991000,1098000,1102000,1155000,1189000,1394000,1322000,1278000,1235000,1303000,1451000,1393000,1463000,1452000
51113,GovAid,1025000,1153000,1172000,1235000,1287000,1523000,1461000,1434000,1385000,1466000,1625000,1541000,1638000,1667000
51115,GovAid,754000,842000,839000,880000,907000,1048000,994000,969000,943000,992000,1100000,1055000,1118000,1116000
51117,GovAid,2564000,2856000,2863000,3012000,3127000,3639000,3447000,3367000,3288000,3464000,3842000,3669000,3882000,3859000
51119,GovAid,804000,898000,905000,972000,1024000,1203000,1153000,1125000,1100000,1170000,1314000,1248000,1324000,1330000
51125,GovAid,1185000,1327000,1339000,1421000,1475000,1735000,1638000,1612000,1573000,1669000,1844000,1776000,1861000,1875000
51127,GovAid,1093000,1245000,1274000,1396000,1504000,1822000,1795000,1802000,1810000,1951000,2231000,2167000,2355000,2405000
51131,GovAid,1053000,1158000,1148000,1208000,1260000,1469000,1390000,1336000,1292000,1353000,1498000,1443000,1511000,1525000
51133,GovAid,1016000,1135000,1155000,1224000,1265000,1476000,1388000,1351000,1318000,1380000,1531000,1482000,1573000,1559000
51135,GovAid,1174000,1310000,1313000,1374000,1417000,1650000,1549000,1504000,1479000,1567000,1733000,1663000,1746000,1762000
51137,GovAid,2121000,2398000,2462000,2667000,2845000,3469000,3436000,3431000,3421000,3646000,4088000,3975000,4263000,4297000
51139,GovAid,1907000,2129000,2141000,2275000,2365000,2774000,2659000,2600000,2528000,2661000,2959000,2828000,2993000,2996000
51141,GovAid,1597000,1768000,1749000,1832000,1890000,2196000,2073000,2011000,1946000,2046000,2263000,2154000,2291000,2300000
51145,GovAid,1675000,1918000,1992000,2166000,2320000,2798000,2759000,2713000,2671000,2851000,3189000,3063000,3273000,3334000
51147,GovAid,1329000,1482000,1524000,1628000,1721000,2053000,1969000,1961000,1952000,2105000,2365000,2255000,2381000,2348000
51155,GovAid,2833000,3149000,3123000,3289000,3416000,3972000,3772000,3683000,3585000,3789000,4198000,4016000,4259000,4258000
51157,GovAid,580000,662000,666000,701000,737000,870000,818000,799000,779000,814000,925000,885000,934000,947000
51159,GovAid,588000,660000,669000,705000,745000,868000,836000,823000,796000,830000,928000,883000,931000,928000
51167,GovAid,2398000,2648000,2627000,2762000,2850000,3313000,3145000,3082000,2992000,3184000,3523000,3359000,3541000,3526000
51169,GovAid,1915000,2116000,2112000,2215000,2300000,2672000,2534000,2451000,2380000,2513000,2792000,2661000,2821000,2814000
51171,GovAid,2890000,3279000,3345000,3594000,3832000,4596000,4480000,4417000,4351000,4603000,5159000,4980000,5331000,5387000
51173,GovAid,2663000,2957000,2953000,3099000,3206000,3729000,3542000,3422000,3326000,3509000,3895000,3722000,3944000,3945000
51179,GovAid,7662000,8957000,9472000,10472000,11353000,13582000,13084000,12955000,12731000,13709000,15638000,15309000,16528000,17011000
51181,GovAid,569000,633000,639000,674000,697000,811000,781000,763000,744000,786000,873000,824000,866000,874000
51183,GovAid,827000,907000,897000,924000,949000,1097000,1061000,1037000,1010000,1067000,1174000,1130000,1178000,1160000
51185,GovAid,3628000,4003000,4001000,4214000,4379000,5096000,4837000,4695000,4568000,4837000,5379000,5113000,5381000,5384000
51187,GovAid,2591000,2933000,3009000,3238000,3423000,4099000,3965000,3915000,3849000,4069000,4558000,4390000,4700000,4832000
51193,GovAid,1376000,1522000,1525000,1622000,1679000,1968000,1871000,1846000,1814000,1936000,2158000,2089000,2208000,2245000
51197,GovAid,2264000,2524000,2538000,2685000,2800000,3308000,3161000,3091000,3039000,3225000,3592000,3444000,3679000,3692000
51510,GovAid,10594000,11975000,11951000,12447000,12870000,14912000,14040000,13795000,13814000,15120000,17229000,16993000,18437000,18899000
51550,GovAid,16320000,18393000,18569000,19817000,21092000,24952000,23827000,23138000,22613000,24116000,27190000,26322000,28308000,28946000
51650,GovAid,11153000,12360000,12305000,12904000,13522000,15881000,15069000,14614000,14123000,14845000,16473000,15735000,16818000,17080000
51700,GovAid,14538000,16328000,16388000,17253000,18063000,20799000,19643000,18944000,18314000,19335000,21495000,20514000,21855000,22380000
51710,GovAid,17604000,19652000,19630000,20275000,21399000,24914000,23597000,22849000,22137000,23314000,26047000,25039000,26908000,26956000
51740,GovAid,7955000,8788000,8734000,9090000,9478000,11119000,10614000,10174000,9717000,10241000,11424000,10995000,11781000,11992000
51760,GovAid,15495000,17303000,17316000,18104000,18687000,21847000,20751000,20307000,19975000,21279000,23733000,23073000,25089000,25473000
51770,GovAid,7688000,8567000,8490000,8915000,9255000,10808000,10254000,10040000,9863000,10570000,11731000,11276000,12144000,12386000
51800,GovAid,5263000,6069000,6334000,6992000,7574000,9078000,8834000,8683000,8582000,9196000,10374000,9969000,10664000,10844000
51810,GovAid,34883000,39014000,39189000,41285000,43558000,50588000,47798000,46050000,44696000,47448000,53254000,51617000,55248000,56298000
51901,GovAid,9694000,10948000,11066000,11714000,12275000,14562000,14066000,13831000,13707000,14700000,16537000,16054000,17328000,17771000
51903,GovAid,1917000,2125000,2116000,2195000,2271000,2621000,2473000,2403000,2317000,2437000,2700000,2583000,2724000,2755000
51907,GovAid,8677000,9732000,9836000,10459000,11002000,12988000,12485000,12264000,12022000,12748000,14171000,13627000,14496000,14716000
51911,GovAid,9103000,10142000,10153000,10736000,11177000,13220000,12767000,12583000,12380000,13249000,14852000,14363000,15376000,15544000
51913,GovAid,2958000,3301000,3297000,3471000,3630000,4227000,4028000,3913000,3820000,4041000,4506000,4312000,4566000,4595000
51918,GovAid,6073000,6752000,6758000,7130000,7431000,8661000,8297000,8103000,7931000,8407000,9387000,8962000,9542000,9804000
51919,GovAid,82933000,94002000,94682000,99977000,104596000,122803000,116162000,113753000,112429000,121377000,137842000,134582000,145278000,147737000
51921,GovAid,6804000,7796000,8016000,8632000,9223000,11071000,10768000,10671000,10548000,11318000,12740000,12412000,13342000,13673000
51923,GovAid,1157000,1283000,1295000,1357000,1406000,1650000,1571000,1539000,1500000,1599000,1783000,1686000,1787000,1806000
51929,GovAid,6000000,6624000,6568000,6862000,7056000,8154000,7674000,7407000,7181000,7517000,8301000,7883000,8314000,8394000
51931,GovAid,4560000,5204000,5381000,5857000,6365000,7724000,7646000,7659000,7625000,8302000,9437000,9187000,9952000,10242000
51933,GovAid,7300000,8262000,8331000,8830000,9258000,10910000,10498000,10366000,10218000,10940000,12288000,11811000,12697000,12871000
51939,GovAid,8977000,9967000,9925000,10402000,10754000,12474000,11748000,11367000,11044000,11648000,12890000,12296000,13034000,13220000
51941,GovAid,4180000,4727000,4750000,4952000,5204000,6091000,5772000,5630000,5523000,5929000,6615000,6450000,6883000,7120000
51942,GovAid,27174000,31707000,33019000,35935000,38869000,46811000,45144000,44726000,44204000,48658000,56579000,56095000,61229000,63139000
51944,GovAid,8867000,9882000,9952000,10522000,10982000,12922000,12382000,12082000,11835000,12575000,14041000,13540000,14419000,14719000
51945,GovAid,2603000,2911000,2918000,3098000,3247000,3816000,3627000,3559000,3467000,3657000,4075000,3913000,4147000,4189000
51947,GovAid,8292000,9425000,9576000,10194000,10740000,12711000,12262000,12123000,11937000,12824000,14424000,14016000,15109000,15299000
51949,GovAid,1991000,2204000,2194000,2332000,2456000,2894000,2796000,2748000,2677000,2824000,3155000,3001000,3183000,3228000
51951,GovAid,8984000,10531000,11077000,12141000,13067000,15749000,15309000,15029000,14785000,15787000,17878000,17506000,18953000,19418000
51953,GovAid,5538000,6203000,6206000,6588000,6891000,8063000,7672000,7534000,7380000,7854000,8763000,8387000,8921000,8985000
51955,GovAid,3558000,3945000,3941000,4129000,4274000,4969000,4702000,4564000,4435000,4694000,5242000,5034000,5321000,5267000
51958,GovAid,5629000,6418000,6572000,6972000,7378000,8749000,8385000,8224000,8039000,8541000,9513000,9189000,9788000,9929000
01001,GovAid,3682000,4136000,4231000,4534000,4865000,5817000,5684000,5631000,5567000,5985000,6731000,6516000,6897000,7035000
01003,GovAid,11704000,13214000,13509000,14549000,15612000,18882000,18518000,18422000,18279000,19742000,22412000,21933000,23778000,24725000
01005,GovAid,2213000,2428000,2393000,2483000,2549000,2939000,2761000,2671000,2593000,2724000,2992000,2854000,3012000,3032000
01007,GovAid,1650000,1834000,1842000,1948000,2041000,2404000,2269000,2231000,2187000,2319000,2560000,2443000,2587000,2594000
01009,GovAid,4249000,4752000,4821000,5159000,5427000,6380000,6129000,6034000,5954000,6336000,7051000,6792000,7230000,7343000
01011,GovAid,848000,914000,900000,941000,964000,1105000,1031000,1010000,972000,1037000,1139000,1070000,1118000,1141000
01013,GovAid,1773000,1935000,1905000,2004000,2085000,2421000,2286000,2229000,2173000,2290000,2556000,2445000,2577000,2540000
01015,GovAid,9144000,10090000,10129000,10745000,11214000,13169000,12553000,12280000,12047000,12870000,14321000,13676000,14466000,14628000
01017,GovAid,3034000,3317000,3290000,3431000,3544000,4106000,3845000,3722000,3590000,3782000,4173000,3997000,4258000,4372000
01019,GovAid,1990000,2211000,2234000,2365000,2488000,2916000,2806000,2734000,2669000,2848000,3183000,3060000,3249000,3234000
01021,GovAid,3319000,3686000,3733000,3964000,4164000,4898000,4673000,4599000,4511000,4802000,5364000,5153000,5471000,5543000
01023,GovAid,1323000,1439000,1412000,1469000,1498000,1699000,1595000,1525000,1472000,1544000,1700000,1604000,1700000,1703000
01025,GovAid,2309000,2527000,2498000,2608000,2696000,3118000,2949000,2829000,2737000,2870000,3159000,3011000,3149000,3163000
01027,GovAid,1177000,1301000,1299000,1362000,1406000,1632000,1541000,1497000,1463000,1533000,1691000,1599000,1669000,1722000
01029,GovAid,1183000,1308000,1326000,1396000,1438000,1677000,1604000,1584000,1548000,1645000,1838000,1756000,1862000,1893000
01031,GovAid,3603000,3985000,4006000,4253000,4500000,5304000,5084000,5068000,5044000,5443000,6148000,5932000,6395000,6412000
01033,GovAid,4578000,5027000,5006000,5241000,5455000,6351000,6012000,5846000,5684000,6014000,6700000,6435000,6850000,6973000
01035,GovAid,1175000,1286000,1274000,1319000,1355000,1576000,1511000,1450000,1404000,1475000,1634000,1565000,1646000,1630000
01037,GovAid,991000,1092000,1083000,1136000,1163000,1341000,1267000,1228000,1197000,1259000,1419000,1326000,1394000,1385000
01039,GovAid,3113000,3389000,3373000,3543000,3673000,4325000,4115000,4014000,3894000,4133000,4615000,4457000,4713000,4777000
01041,GovAid,1140000,1258000,1252000,1318000,1377000,1598000,1532000,1496000,1451000,1550000,1704000,1639000,1745000,1732000
01043,GovAid,6436000,7085000,7091000,7476000,7814000,9163000,8702000,8505000,8345000,8839000,9843000,9446000,10030000,10301000
01045,GovAid,3996000,4424000,4444000,4664000,4855000,5642000,5347000,5241000,5146000,5451000,6133000,5855000,6247000,6253000
01047,GovAid,3842000,4226000,4155000,4348000,4474000,5165000,4868000,4709000,4584000,4792000,5334000,5046000,5310000,5345000
01049,GovAid,5367000,6011000,6031000,6408000,6731000,7901000,7550000,7432000,7313000,7810000,8725000,8400000,8883000,8949000
01051,GovAid,5119000,5728000,5833000,6255000,6611000,7935000,7758000,7740000,7603000,8148000,9184000,8869000,9460000,9807000
01053,GovAid,2982000,3283000,3280000,3423000,3560000,4118000,3893000,3794000,3695000,3917000,4356000,4166000,4410000,4441000
01055,GovAid,8522000,9361000,9366000,9853000,10240000,11935000,11323000,11030000,10759000,11391000,12690000,12173000,12936000,13039000
01057,GovAid,1526000,1670000,1663000,1741000,1791000,2088000,1945000,1863000,1816000,1898000,2100000,1995000,2109000,2117000
01059,GovAid,2596000,2857000,2832000,2977000,3083000,3615000,3438000,3324000,3283000,3490000,3901000,3750000,3975000,4018000
01061,GovAid,2143000,2346000,2349000,2481000,2584000,3037000,2903000,2823000,2782000,2945000,3292000,3158000,3381000,3390000
01063,GovAid,828000,910000,913000,952000,977000,1137000,1040000,1013000,982000,1019000,1109000,1055000,1116000,1098000
01065,GovAid,1419000,1553000,1524000,1590000,1625000,1889000,1772000,1727000,1671000,1747000,1911000,1788000,1905000,1919000
01067,GovAid,1361000,1500000,1510000,1598000,1672000,1954000,1869000,1831000,1784000,1902000,2119000,2044000,2147000,2159000
01069,GovAid,7389000,8189000,8232000,8788000,9254000,10926000,10545000,10439000,10303000,11049000,12442000,12027000,12907000,13081000
01071,GovAid,4494000,4953000,4933000,5183000,5363000,6222000,5900000,5712000,5576000,5894000,6518000,6262000,6642000,6727000
01073,GovAid,54355000,59736000,59562000,62562000,64873000,75426000,71427000,69261000,67506000,71625000,79618000,76418000,81267000,82835000
01075,GovAid,1322000,1430000,1415000,1469000,1506000,1746000,1628000,1589000,1535000,1614000,1770000,1675000,1776000,1795000
01077,GovAid,7266000,7981000,7969000,8411000,8802000,10301000,9841000,9643000,9484000,10102000,11261000,10800000,11467000,11588000
01079,GovAid,2916000,3213000,3197000,3343000,3454000,4036000,3770000,3688000,3577000,3800000,4228000,4026000,4251000,4264000
01081,GovAid,9341000,10420000,10571000,11321000,11985000,14417000,14013000,13895000,13805000,14947000,16908000,16640000,18246000,19087000
01083,GovAid,5328000,5956000,6024000,6411000,6781000,8089000,7907000,7931000,7976000,8742000,9951000,9828000,10706000,11054000
01085,GovAid,1130000,1231000,1222000,1262000,1273000,1454000,1344000,1288000,1234000,1271000,1386000,1313000,1361000,1377000
01087,GovAid,1831000,1997000,1970000,2052000,2088000,2398000,2251000,2154000,2087000,2165000,2445000,2314000,2390000,2391000
01089,GovAid,22784000,25437000,25885000,27664000,29183000,34663000,33634000,33374000,33244000,35988000,40666000,39509000,42416000,43652000
01091,GovAid,1883000,2041000,2043000,2126000,2183000,2517000,2375000,2299000,2222000,2333000,2565000,2427000,2546000,2560000
01093,GovAid,2544000,2767000,2753000,2892000,3008000,3501000,3336000,3244000,3164000,3318000,3713000,3544000,3750000,3735000
01095,GovAid,6855000,7556000,7648000,8131000,8524000,10089000,9727000,9592000,9484000,10164000,11415000,11051000,11794000,11935000
01097,GovAid,32991000,36384000,36281000,38126000,39614000,46258000,44196000,43217000,42350000,45153000,50375000,48328000,51482000,52016000
01099,GovAid,2024000,2214000,2206000,2303000,2383000,2766000,2605000,2512000,2439000,2562000,2823000,2686000,2831000,2773000
01101,GovAid,17800000,19617000,19668000,20651000,21560000,25239000,24287000,23664000,22961000,24347000,27324000,26242000,27868000,28146000
01103,GovAid,9216000,10192000,10203000,10839000,11280000,13242000,12684000,12405000,12202000,13023000,14562000,14030000,14934000,15137000
01105,GovAid,953000,1033000,1018000,1057000,1083000,1229000,1145000,1099000,1057000,1112000,1220000,1157000,1192000,1174000
01107,GovAid,1739000,1916000,1912000,1977000,2038000,2350000,2212000,2133000,2069000,2173000,2406000,2265000,2403000,2372000
01109,GovAid,2403000,2652000,2666000,2813000,2957000,3481000,3344000,3253000,3206000,3415000,3843000,3703000,3967000,4026000
01111,GovAid,1836000,2033000,2036000,2131000,2233000,2618000,2480000,2406000,2372000,2503000,2793000,2659000,2802000,2795000
01113,GovAid,4134000,4541000,4530000,4722000,4950000,5793000,5562000,5465000,5355000,5750000,6537000,6457000,7204000,7527000
01115,GovAid,5318000,5956000,6067000,6493000,6928000,8325000,8249000,8375000,8347000,9032000,10145000,9793000,10515000,10740000
01117,GovAid,12034000,13689000,14123000,15401000,16612000,20041000,19751000,19672000,19615000,21202000,23978000,23242000,25089000,25796000
01119,GovAid,1221000,1331000,1302000,1361000,1406000,1611000,1509000,1445000,1394000,1457000,1613000,1510000,1589000,1606000
01121,GovAid,6487000,7160000,7194000,7553000,7885000,9232000,8784000,8558000,8372000,8859000,9788000,9363000,9948000,10091000
01123,GovAid,3413000,3742000,3715000,3899000,4058000,4725000,4517000,4409000,4319000,4594000,5070000,4858000,5124000,5211000
01125,GovAid,13192000,14688000,14871000,15805000,16664000,19778000,19204000,19014000,18842000,20326000,22878000,22206000,23838000,24931000
01127,GovAid,5857000,6431000,6380000,6646000,6856000,7971000,7508000,7233000,7051000,7410000,8198000,7823000,8259000,8370000
01129,GovAid,1517000,1655000,1651000,1738000,1792000,2073000,1960000,1880000,1828000,1935000,2167000,2048000,2152000,2112000
01131,GovAid,1077000,1175000,1173000,1217000,1254000,1446000,1350000,1309000,1266000,1311000,1420000,1348000,1418000,1423000
01133,GovAid,2067000,2254000,2255000,2367000,2464000,2870000,2732000,2658000,2570000,2718000,2989000,2862000,3024000,3050000
05001,GovAid,1715000,1872000,1853000,1916000,1991000,2319000,2176000,2077000,2004000,2106000,2326000,2216000,2369000,2358000
05003,GovAid,2019000,2186000,2182000,2270000,2327000,2664000,2490000,2387000,2315000,2423000,2684000,2556000,2700000,2678000
05005,GovAid,3183000,3490000,3511000,3721000,3923000,4647000,4491000,4430000,4313000,4567000,5072000,4850000,5125000,5137000
05007,GovAid,12880000,14580000,15106000,16545000,17929000,21802000,21593000,21833000,21991000,23916000,27332000,26982000,29398000,30223000
05009,GovAid,2821000,3122000,3143000,3317000,3482000,4128000,3966000,3929000,3847000,4055000,4514000,4357000,4665000,4699000
05011,GovAid,1001000,1092000,1092000,1148000,1183000,1372000,1277000,1239000,1199000,1259000,1395000,1328000,1396000,1387000
05013,GovAid,472000,508000,512000,538000,553000,653000,618000,596000,565000,586000,643000,603000,646000,626000
05015,GovAid,2121000,2349000,2372000,2518000,2618000,3095000,2945000,2869000,2803000,3004000,3386000,3239000,3465000,3520000
05017,GovAid,1127000,1211000,1176000,1217000,1236000,1422000,1322000,1261000,1194000,1240000,1373000,1306000,1362000,1370000
05019,GovAid,1785000,1959000,1942000,2044000,2117000,2460000,2323000,2248000,2181000,2285000,2518000,2399000,2544000,2526000
05021,GovAid,1465000,1590000,1570000,1640000,1692000,1967000,1847000,1771000,1696000,1777000,1975000,1874000,1972000,1966000
05023,GovAid,2009000,2218000,2236000,2383000,2507000,2950000,2806000,2735000,2668000,2849000,3181000,3041000,3220000,3220000
05025,GovAid,715000,794000,795000,843000,880000,1039000,980000,958000,919000,959000,1069000,1026000,1083000,1063000
05027,GovAid,2065000,2250000,2246000,2345000,2432000,2817000,2673000,2561000,2467000,2599000,2870000,2743000,2885000,2868000
05029,GovAid,1685000,1857000,1860000,1966000,2049000,2406000,2283000,2244000,2186000,2338000,2595000,2479000,2638000,2645000
05031,GovAid,6725000,7467000,7538000,8025000,8480000,9997000,9642000,9549000,9488000,10246000,11548000,11271000,12177000,12474000
05033,GovAid,4468000,4990000,5063000,5403000,5713000,6761000,6544000,6470000,6367000,6807000,7615000,7291000,7770000,7680000
05035,GovAid,4243000,4662000,4638000,4842000,5029000,5852000,5544000,5393000,5271000,5601000,6231000,5928000,6250000,6271000
05037,GovAid,1617000,1770000,1747000,1818000,1878000,2198000,2040000,1943000,1893000,1979000,2184000,2092000,2211000,2235000
05039,GovAid,731000,790000,776000,809000,840000,962000,899000,861000,829000,867000,950000,909000,955000,943000
05041,GovAid,1280000,1375000,1342000,1396000,1438000,1642000,1540000,1458000,1392000,1455000,1598000,1509000,1586000,1598000
05043,GovAid,1519000,1672000,1659000,1744000,1811000,2115000,1996000,1929000,1874000,1977000,2196000,2112000,2253000,2248000
05045,GovAid,6959000,7862000,8026000,8689000,9293000,11162000,10966000,10976000,10976000,11889000,13612000,13324000,14443000,14549000
05047,GovAid,1456000,1609000,1613000,1702000,1774000,2079000,1976000,1927000,1874000,1974000,2192000,2089000,2216000,2201000
05049,GovAid,973000,1070000,1076000,1141000,1210000,1415000,1336000,1322000,1289000,1346000,1494000,1436000,1520000,1521000
05051,GovAid,7287000,8077000,8135000,8632000,9027000,10628000,10268000,10037000,9856000,10442000,11641000,11268000,12002000,12214000
05053,GovAid,1375000,1525000,1528000,1617000,1710000,2017000,1930000,1879000,1853000,1964000,2199000,2118000,2263000,2268000
05055,GovAid,3121000,3463000,3493000,3711000,3898000,4606000,4450000,4370000,4290000,4585000,5157000,5016000,5394000,5444000
05057,GovAid,1965000,2132000,2124000,2225000,2299000,2671000,2530000,2451000,2353000,2489000,2764000,2641000,2792000,2777000
05059,GovAid,2539000,2792000,2807000,2954000,3075000,3604000,3448000,3383000,3299000,3482000,3901000,3743000,3968000,3981000
05061,GovAid,1171000,1280000,1277000,1347000,1391000,1625000,1520000,1459000,1435000,1512000,1689000,1624000,1710000,1692000
05063,GovAid,2817000,3097000,3114000,3291000,3455000,4048000,3856000,3773000,3691000,3941000,4440000,4275000,4556000,4600000
05065,GovAid,1058000,1160000,1159000,1237000,1290000,1506000,1434000,1387000,1363000,1440000,1606000,1524000,1615000,1614000
05067,GovAid,1411000,1518000,1517000,1583000,1641000,1927000,1801000,1750000,1681000,1778000,1981000,1887000,1985000,2005000
05069,GovAid,6658000,7232000,7181000,7490000,7711000,8887000,8340000,7954000,7660000,8047000,8899000,8414000,8837000,8824000
05071,GovAid,1874000,2076000,2104000,2242000,2355000,2787000,2682000,2660000,2598000,2767000,3098000,2986000,3211000,3210000
05073,GovAid,709000,765000,754000,792000,815000,935000,866000,839000,810000,841000,934000,883000,929000,905000
05075,GovAid,1446000,1592000,1589000,1663000,1719000,1979000,1854000,1809000,1774000,1867000,2089000,1979000,2077000,2089000
05077,GovAid,910000,984000,965000,975000,990000,1134000,1035000,984000,952000,969000,1075000,1020000,1072000,1056000
05079,GovAid,947000,1027000,1015000,1060000,1093000,1277000,1208000,1164000,1126000,1196000,1324000,1267000,1329000,1322000
05081,GovAid,1133000,1221000,1229000,1288000,1320000,1531000,1452000,1406000,1368000,1461000,1612000,1526000,1620000,1604000
05083,GovAid,1858000,2029000,2036000,2166000,2247000,2612000,2472000,2407000,2334000,2437000,2692000,2576000,2700000,2728000
05085,GovAid,4433000,4956000,5065000,5451000,5865000,7038000,6927000,6914000,6904000,7457000,8446000,8199000,8791000,8965000
05087,GovAid,1198000,1314000,1305000,1377000,1456000,1727000,1684000,1655000,1638000,1739000,1934000,1854000,1964000,1989000
05089,GovAid,1352000,1491000,1485000,1561000,1637000,1926000,1855000,1804000,1777000,1849000,2048000,1968000,2086000,2086000
05091,GovAid,3320000,3661000,3690000,3921000,4107000,4828000,4612000,4479000,4387000,4664000,5216000,5031000,5348000,5340000
05093,GovAid,4304000,4654000,4559000,4659000,4760000,5498000,5154000,4991000,4873000,5138000,5653000,5384000,5667000,5620000
05095,GovAid,848000,911000,889000,924000,931000,1070000,987000,930000,882000,915000,998000,954000,984000,980000
05097,GovAid,773000,845000,839000,891000,935000,1091000,1040000,1014000,997000,1045000,1163000,1104000,1167000,1144000
05099,GovAid,811000,883000,874000,914000,946000,1097000,1026000,985000,937000,992000,1095000,1053000,1108000,1108000
05101,GovAid,724000,786000,786000,835000,857000,993000,941000,908000,882000,921000,1025000,978000,1014000,1004000
05103,GovAid,2388000,2571000,2538000,2650000,2715000,3142000,2939000,2831000,2726000,2864000,3184000,3021000,3170000,3119000
05105,GovAid,849000,941000,948000,996000,1034000,1205000,1138000,1122000,1086000,1147000,1275000,1218000,1288000,1288000
05107,GovAid,2192000,2367000,2299000,2365000,2422000,2795000,2566000,2440000,2335000,2423000,2656000,2519000,2594000,2540000
05109,GovAid,941000,1032000,1033000,1079000,1121000,1302000,1237000,1209000,1170000,1235000,1372000,1313000,1399000,1377000
05111,GovAid,2128000,2328000,2304000,2420000,2501000,2915000,2740000,2651000,2556000,2708000,2997000,2869000,3031000,3029000
05113,GovAid,1694000,1855000,1862000,1954000,2015000,2365000,2262000,2190000,2133000,2278000,2542000,2428000,2566000,2556000
05115,GovAid,4457000,4917000,4945000,5202000,5490000,6486000,6250000,6138000,6052000,6466000,7260000,7019000,7476000,7489000
05117,GovAid,789000,869000,860000,895000,909000,1052000,989000,955000,914000,961000,1065000,1008000,1057000,1065000
05119,GovAid,29843000,32900000,33042000,34838000,36338000,42533000,40583000,39560000,38824000,41478000,46552000,45018000,48150000,49129000
05121,GovAid,1506000,1657000,1651000,1726000,1813000,2096000,1993000,1920000,1869000,1965000,2183000,2097000,2215000,2219000
05123,GovAid,2246000,2435000,2420000,2546000,2601000,2984000,2792000,2682000,2560000,2716000,2989000,2844000,3024000,2920000
05125,GovAid,6955000,7778000,7927000,8494000,9062000,10854000,10618000,10674000,10655000,11584000,13165000,12866000,13920000,14286000
05127,GovAid,918000,1006000,1005000,1058000,1093000,1285000,1245000,1214000,1176000,1228000,1384000,1328000,1383000,1367000
05129,GovAid,693000,759000,751000,776000,810000,951000,910000,891000,865000,906000,1005000,952000,1003000,1011000
05131,GovAid,9556000,10591000,10662000,11258000,11742000,13824000,13302000,13073000,12807000,13696000,15312000,14832000,15831000,15945000
05133,GovAid,1315000,1430000,1441000,1528000,1609000,1904000,1798000,1754000,1733000,1857000,2103000,2023000,2149000,2157000
05135,GovAid,1428000,1578000,1583000,1675000,1739000,2029000,1946000,1876000,1816000,1916000,2114000,2033000,2132000,2147000
05137,GovAid,960000,1053000,1066000,1130000,1179000,1390000,1354000,1310000,1289000,1360000,1517000,1470000,1568000,1557000
05139,GovAid,3761000,4080000,4077000,4246000,4361000,5011000,4717000,4515000,4389000,4616000,5088000,4863000,5106000,5148000
