FIPS,Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
40001,GovAid,1744000,1925000,1945000,2066000,2162000,2557000,2457000,2404000,2340000,2492000,2807000,2674000,2813000,2749000
40003,GovAid,423000,453000,451000,469000,484000,556000,520000,499000,484000,508000,567000,546000,584000,612000
40005,GovAid,1038000,1150000,1163000,1245000,1302000,1531000,1454000,1431000,1410000,1489000,1670000,1596000,1681000,1689000
40007,GovAid,479000,516000,514000,540000,558000,651000,609000,598000,577000,615000,695000,666000,702000,697000
40009,GovAid,1510000,1673000,1687000,1767000,1838000,2206000,2140000,2127000,2118000,2283000,2497000,2427000,2677000,2788000
40011,GovAid,874000,948000,942000,986000,1019000,1181000,1093000,1056000,1026000,1081000,1214000,1138000,1226000,1207000
40013,GovAid,3010000,3296000,3342000,3543000,3746000,4424000,4307000,4267000,4249000,4539000,5138000,4998000,5356000,5400000
40015,GovAid,2420000,2627000,2621000,2765000,2867000,3313000,3125000,2993000,2896000,3064000,3442000,3294000,3520000,3464000
40017,GovAid,7240000,8098000,8271000,8896000,9502000,11435000,11205000,11310000,11324000,12335000,14114000,13911000,15194000,15841000
40019,GovAid,3754000,4120000,4143000,4381000,4590000,5343000,5085000,4957000,4860000,5200000,5812000,5608000,5960000,6060000
40021,GovAid,3454000,3819000,3854000,4097000,4280000,5028000,4840000,4717000,4652000,4962000,5590000,5435000,5819000,5790000
40023,GovAid,1274000,1386000,1400000,1466000,1530000,1775000,1684000,1629000,1575000,1667000,1867000,1797000,1898000,1883000
40025,GovAid,261000,277000,268000,274000,273000,306000,286000,273000,257000,277000,305000,293000,301000,302000
40027,GovAid,16807000,18857000,19203000,20636000,21863000,26006000,25237000,25029000,24897000,26886000,30561000,29912000,32344000,33437000
40029,GovAid,501000,551000,546000,571000,589000,669000,626000,613000,599000,658000,723000,696000,738000,715000
40031,GovAid,8844000,9650000,9719000,10150000,10783000,12615000,11890000,11794000,11322000,12211000,14262000,13764000,14704000,14654000
40033,GovAid,544000,579000,575000,610000,631000,743000,695000,671000,642000,683000,759000,729000,772000,775000
40035,GovAid,1164000,1265000,1262000,1331000,1382000,1628000,1540000,1505000,1461000,1545000,1736000,1658000,1736000,1743000
40037,GovAid,5642000,6215000,6251000,6566000,6790000,7888000,7461000,7294000,7146000,7634000,8571000,8275000,8819000,8887000
40039,GovAid,2093000,2261000,2234000,2342000,2447000,2869000,2752000,2699000,2666000,2874000,3217000,3114000,3412000,3544000
40041,GovAid,3086000,3441000,3478000,3726000,3908000,4588000,4450000,4399000,4284000,4562000,5109000,4909000,5224000,5176000
40043,GovAid,386000,419000,415000,438000,464000,531000,505000,493000,489000,521000,584000,557000,596000,595000
40045,GovAid,336000,357000,365000,382000,399000,463000,429000,426000,421000,454000,509000,475000,510000,518000
40047,GovAid,4727000,5154000,5152000,5416000,5647000,6563000,6246000,6108000,6013000,6483000,7301000,7005000,7533000,7803000
40049,GovAid,2254000,2462000,2473000,2601000,2691000,3154000,3001000,2932000,2867000,3038000,3376000,3229000,3419000,3381000
40051,GovAid,3774000,4172000,4248000,4530000,4785000,5698000,5522000,5412000,5333000,5704000,6367000,6148000,6575000,6670000
40053,GovAid,425000,459000,453000,474000,476000,554000,509000,493000,476000,492000,553000,533000,563000,560000
40055,GovAid,427000,455000,452000,473000,496000,582000,552000,543000,532000,572000,627000,594000,621000,631000
40057,GovAid,264000,279000,270000,278000,285000,334000,312000,294000,286000,308000,350000,336000,355000,354000
40059,GovAid,296000,317000,319000,329000,348000,404000,390000,377000,381000,403000,453000,437000,463000,474000
40061,GovAid,987000,1081000,1084000,1161000,1218000,1426000,1366000,1336000,1322000,1415000,1572000,1505000,1605000,1594000
40063,GovAid,1082000,1162000,1167000,1218000,1258000,1458000,1366000,1323000,1287000,1382000,1545000,1449000,1530000,1551000
40065,GovAid,2323000,2529000,2481000,2588000,2704000,3084000,2907000,2783000,2673000,2851000,3198000,3062000,3232000,3265000
40067,GovAid,544000,590000,581000,612000,635000,740000,695000,672000,658000,711000,782000,751000,785000,767000
40069,GovAid,867000,950000,948000,1004000,1036000,1203000,1169000,1142000,1106000,1176000,1327000,1282000,1350000,1346000
40071,GovAid,3949000,4301000,4316000,4506000,4634000,5343000,5030000,4896000,4757000,5077000,5598000,5306000,5624000,5666000
40073,GovAid,1150000,1266000,1271000,1359000,1420000,1673000,1593000,1574000,1538000,1644000,1847000,1783000,1880000,1911000
40075,GovAid,834000,905000,903000,947000,977000,1148000,1065000,1013000,983000,1034000,1149000,1101000,1162000,1162000
40077,GovAid,845000,926000,934000,983000,1028000,1202000,1141000,1115000,1105000,1180000,1311000,1260000,1319000,1280000
40079,GovAid,3933000,4314000,4341000,4575000,4769000,5582000,5316000,5200000,5082000,5393000,6059000,5800000,6133000,6150000
40081,GovAid,2674000,2954000,2975000,3147000,3291000,3849000,3688000,3601000,3510000,3749000,4211000,4031000,4275000,4264000
40083,GovAid,2692000,2996000,3035000,3269000,3487000,4141000,3996000,3965000,3989000,4340000,4945000,4809000,5176000,5351000
40085,GovAid,737000,802000,811000,861000,907000,1070000,1018000,993000,970000,1032000,1156000,1106000,1199000,1225000
40087,GovAid,2334000,2565000,2594000,2790000,2953000,3554000,3483000,3496000,3468000,3748000,4281000,4165000,4480000,4649000
40089,GovAid,2857000,3103000,3090000,3234000,3326000,3868000,3653000,3539000,3441000,3628000,4059000,3909000,4160000,4109000
40091,GovAid,1614000,1774000,1784000,1879000,1952000,2272000,2163000,2125000,2065000,2208000,2469000,2370000,2513000,2499000
40093,GovAid,626000,692000,692000,715000,742000,860000,822000,799000,777000,834000,922000,899000,964000,983000
40095,GovAid,1083000,1211000,1237000,1317000,1402000,1695000,1637000,1625000,1598000,1709000,1922000,1857000,1984000,1946000
40097,GovAid,3198000,3526000,3539000,3753000,3930000,4616000,4414000,4334000,4259000,4518000,5050000,4850000,5138000,5079000
40099,GovAid,1033000,1145000,1144000,1206000,1251000,1471000,1410000,1370000,1353000,1457000,1637000,1580000,1684000,1705000
40101,GovAid,5591000,6136000,6128000,6475000,6715000,7838000,7420000,7218000,7010000,7487000,8379000,8000000,8482000,8462000
40103,GovAid,938000,1040000,1034000,1092000,1135000,1322000,1250000,1214000,1188000,1257000,1398000,1343000,1424000,1418000
40105,GovAid,876000,964000,962000,1036000,1059000,1239000,1176000,1149000,1120000,1164000,1284000,1244000,1322000,1297000
40107,GovAid,910000,1000000,998000,1058000,1099000,1273000,1207000,1182000,1151000,1209000,1364000,1320000,1404000,1398000
40109,GovAid,54436000,60076000,60706000,64186000,66999000,78690000,75201000,73669000,72311000,77613000,87478000,85124000,92146000,94385000
40111,GovAid,3257000,3580000,3584000,3776000,3927000,4545000,4285000,4161000,4029000,4286000,4798000,4571000,4835000,4798000
40113,GovAid,3634000,4053000,4071000,4307000,4492000,5284000,5027000,4947000,4829000,5121000,5702000,5508000,5819000,5824000
40115,GovAid,2719000,2970000,2934000,3069000,3182000,3723000,3561000,3405000,3254000,3445000,3828000,3674000,3944000,3961000
40117,GovAid,1395000,1540000,1540000,1611000,1659000,1934000,1835000,1779000,1715000,1826000,2034000,1969000,2057000,2044000
40119,GovAid,5180000,5764000,5808000,6180000,6491000,7624000,7339000,7223000,7121000,7687000,8632000,8362000,8956000,9185000
40121,GovAid,3473000,3776000,3815000,4019000,4171000,4900000,4686000,4577000,4495000,4824000,5374000,5149000,5455000,5473000
40123,GovAid,2875000,3126000,3124000,3312000,3441000,4039000,3838000,3785000,3712000,3970000,4450000,4290000,4605000,4647000
40125,GovAid,5290000,5856000,5882000,6226000,6466000,7565000,7198000,7052000,6880000,7353000,8253000,7971000,8538000,8647000
40127,GovAid,966000,1061000,1057000,1104000,1148000,1325000,1257000,1229000,1198000,1278000,1423000,1343000,1409000,1410000
40129,GovAid,286000,307000,298000,313000,333000,397000,375000,371000,373000,402000,451000,445000,475000,470000
40131,GovAid,5955000,6692000,6887000,7443000,7907000,9352000,9053000,8980000,8873000,9516000,10632000,10272000,10997000,11256000
40133,GovAid,2057000,2238000,2222000,2342000,2454000,2867000,2723000,2648000,2594000,2770000,3087000,2960000,3141000,3147000
40135,GovAid,3255000,3602000,3627000,3848000,4050000,4742000,4554000,4455000,4363000,4658000,5207000,4961000,5212000,5193000
40137,GovAid,3588000,3914000,3913000,4111000,4304000,5044000,4811000,4727000,4633000,4934000,5523000,5305000,5615000,5663000
40139,GovAid,1666000,1808000,1792000,1861000,1957000,2246000,2117000,2043000,2016000,2179000,2509000,2453000,2648000,2797000
40141,GovAid,748000,820000,788000,827000,847000,964000,904000,866000,825000,864000,959000,922000,958000,943000
40143,GovAid,46576000,51427000,51760000,54375000,56267000,65796000,62995000,61897000,60945000,65514000,73770000,71296000,76612000,78857000
40145,GovAid,4854000,5446000,5596000,5995000,6338000,7540000,7372000,7408000,7411000,8004000,9062000,8773000,9453000,9561000
40147,GovAid,4080000,4473000,4484000,4711000,4892000,5682000,5409000,5337000,5254000,5570000,6231000,6012000,6430000,6511000
40149,GovAid,951000,1033000,1023000,1071000,1114000,1300000,1252000,1229000,1201000,1277000,1414000,1357000,1448000,1472000
40151,GovAid,680000,734000,737000,763000,790000,923000,863000,833000,810000,870000,979000,924000,991000,1019000
40153,GovAid,1488000,1630000,1639000,1723000,1802000,2124000,2033000,2020000,1983000,2132000,2325000,2245000,2458000,2578000
47001,GovAid,5933000,6544000,6551000,6896000,7161000,8392000,8052000,7864000,7733000,8248000,9164000,8806000,9371000,9450000
47003,GovAid,3139000,3515000,3568000,3824000,4064000,4857000,4722000,4680000,4629000,4947000,5521000,5318000,5661000,5758000
47005,GovAid,1369000,1522000,1516000,1591000,1652000,1927000,1814000,1770000,1715000,1815000,2026000,1943000,2057000,2055000
47007,GovAid,944000,1049000,1048000,1110000,1163000,1366000,1311000,1292000,1261000,1319000,1460000,1405000,1488000,1497000
47009,GovAid,8760000,9812000,9966000,10644000,11268000,13384000,12981000,12790000,12629000,13470000,15022000,14481000,15440000,15718000
47011,GovAid,7237000,8026000,8110000,8615000,9071000,10705000,10301000,10182000,10031000,10700000,11943000,11556000,12445000,12634000
47013,GovAid,3315000,3646000,3650000,3851000,4046000,4715000,4466000,4337000,4237000,4497000,4985000,4767000,5060000,5049000
47015,GovAid,1073000,1189000,1188000,1254000,1313000,1534000,1465000,1439000,1440000,1525000,1690000,1614000,1727000,1720000
47017,GovAid,2403000,2639000,2616000,2746000,2847000,3273000,3106000,3018000,2922000,3074000,3405000,3262000,3464000,3509000
47019,GovAid,4658000,5136000,5133000,5400000,5631000,6592000,6268000,6086000,5943000,6265000,6923000,6648000,7067000,7114000
47021,GovAid,2996000,3339000,3373000,3567000,3747000,4414000,4232000,4159000,4079000,4341000,4814000,4605000,4929000,4986000
47023,GovAid,1216000,1357000,1367000,1441000,1527000,1797000,1716000,1684000,1662000,1762000,1975000,1891000,2008000,2037000
47025,GovAid,2464000,2731000,2729000,2906000,3046000,3585000,3412000,3331000,3260000,3445000,3837000,3669000,3860000,3881000
47027,GovAid,663000,727000,726000,763000,797000,929000,880000,846000,820000,862000,961000,913000,967000,969000
47029,GovAid,2797000,3085000,3116000,3309000,3457000,4057000,3875000,3793000,3732000,3963000,4381000,4179000,4452000,4467000
47031,GovAid,3993000,4439000,4489000,4776000,5015000,5933000,5702000,5580000,5476000,5832000,6473000,6231000,6658000,6754000
47033,GovAid,1199000,1322000,1319000,1376000,1438000,1678000,1586000,1548000,1512000,1606000,1784000,1709000,1825000,1831000
47035,GovAid,3913000,4387000,4488000,4786000,5073000,6047000,5897000,5850000,5758000,6143000,6887000,6653000,7122000,7231000
47037,GovAid,45975000,50907000,51045000,53897000,56548000,66673000,63927000,62874000,61973000,66498000,74635000,72568000,78894000,81819000
47039,GovAid,965000,1063000,1061000,1110000,1158000,1344000,1268000,1247000,1219000,1290000,1425000,1365000,1446000,1455000
47041,GovAid,1441000,1594000,1611000,1715000,1801000,2110000,2012000,1965000,1943000,2057000,2281000,2197000,2350000,2386000
47043,GovAid,3603000,4028000,4087000,4361000,4582000,5410000,5212000,5174000,5101000,5445000,6084000,5868000,6266000,6326000
47045,GovAid,3090000,3391000,3395000,3589000,3752000,4413000,4190000,4073000,3971000,4211000,4686000,4475000,4769000,4800000
47047,GovAid,2415000,2758000,2835000,3077000,3309000,3950000,3939000,3963000,3950000,4238000,4711000,4540000,4842000,4923000
47049,GovAid,1387000,1536000,1552000,1639000,1706000,2011000,1941000,1895000,1870000,1992000,2206000,2126000,2248000,2261000
47051,GovAid,3168000,3511000,3528000,3737000,3909000,4576000,4367000,4272000,4151000,4398000,4857000,4645000,4924000,5025000
47053,GovAid,3957000,4348000,4345000,4553000,4746000,5540000,5260000,5149000,5087000,5423000,6042000,5814000,6157000,6220000
47055,GovAid,2434000,2697000,2686000,2810000,2919000,3408000,3228000,3133000,3070000,3247000,3562000,3410000,3582000,3619000
47057,GovAid,1725000,1907000,1927000,2059000,2165000,2567000,2461000,2404000,2346000,2496000,2798000,2690000,2854000,2882000
47059,GovAid,5174000,5749000,5782000,6128000,6449000,7630000,7303000,7165000,7023000,7477000,8316000,8015000,8475000,8524000
47061,GovAid,1187000,1295000,1297000,1359000,1417000,1650000,1552000,1505000,1453000,1517000,1679000,1595000,1697000,1697000
47063,GovAid,4834000,5371000,5333000,5640000,5913000,6981000,6679000,6586000,6459000,6855000,7635000,7365000,7819000,7909000
47065,GovAid,25309000,27997000,28144000,29733000,31066000,36474000,34873000,34228000,33708000,36097000,40594000,39411000,42493000,43118000
47067,GovAid,557000,616000,616000,638000,668000,786000,734000,723000,697000,739000,824000,780000,825000,832000
47069,GovAid,2034000,2240000,2236000,2342000,2425000,2824000,2669000,2592000,2523000,2643000,2894000,2740000,2877000,2889000
47071,GovAid,2112000,2346000,2349000,2462000,2546000,2989000,2844000,2775000,2710000,2866000,3183000,3035000,3240000,3312000
47073,GovAid,4478000,4969000,4996000,5298000,5537000,6511000,6210000,6066000,5936000,6295000,6993000,6674000,7084000,7165000
47075,GovAid,1645000,1817000,1791000,1876000,1964000,2268000,2134000,2056000,1986000,2086000,2311000,2185000,2288000,2336000
47077,GovAid,2125000,2358000,2377000,2518000,2635000,3110000,2996000,2944000,2894000,3073000,3418000,3307000,3519000,3532000
47079,GovAid,2577000,2848000,2862000,2995000,3122000,3670000,3485000,3401000,3336000,3543000,3956000,3799000,4037000,4057000
47081,GovAid,1774000,1986000,2028000,2146000,2270000,2654000,2537000,2501000,2451000,2591000,2867000,2720000,2871000,2885000
47083,GovAid,659000,729000,728000,769000,789000,930000,882000,872000,858000,914000,1025000,972000,1041000,1035000
47085,GovAid,1488000,1654000,1648000,1733000,1798000,2106000,2016000,1976000,1922000,2040000,2275000,2165000,2289000,2318000
47087,GovAid,918000,1027000,1031000,1092000,1140000,1327000,1245000,1216000,1202000,1267000,1419000,1352000,1438000,1445000
47089,GovAid,3612000,4037000,4090000,4396000,4624000,5457000,5308000,5274000,5220000,5553000,6192000,5968000,6390000,6423000
47091,GovAid,1350000,1487000,1491000,1581000,1646000,1932000,1817000,1780000,1732000,1828000,2040000,1951000,2068000,2071000
47093,GovAid,31140000,34596000,34998000,37249000,39133000,46283000,44618000,44111000,43569000,46560000,52141000,50501000,54224000,55309000
47095,GovAid,477000,516000,515000,543000,548000,632000,597000,580000,561000,592000,659000,629000,660000,668000
47097,GovAid,2057000,2276000,2287000,2403000,2490000,2913000,2772000,2706000,2648000,2803000,3098000,2965000,3151000,3168000
47099,GovAid,3330000,3675000,3727000,3920000,4080000,4775000,4513000,4413000,4312000,4587000,5152000,4959000,5275000,5294000
47101,GovAid,940000,1043000,1050000,1110000,1157000,1352000,1297000,1273000,1242000,1323000,1483000,1420000,1484000,1515000
47103,GovAid,2602000,2884000,2890000,3053000,3176000,3744000,3573000,3499000,3449000,3667000,4103000,3938000,4188000,4271000
47105,GovAid,3265000,3677000,3763000,4038000,4285000,5137000,5001000,4972000,4948000,5299000,5978000,5787000,6237000,6375000
47107,GovAid,4077000,4544000,4566000,4822000,5030000,5924000,5669000,5538000,5426000,5744000,6350000,6115000,6512000,6532000
47109,GovAid,2034000,2235000,2239000,2377000,2485000,2926000,2804000,2734000,2684000,2861000,3192000,3064000,3268000,3291000
47111,GovAid,1703000,1911000,1907000,2019000,2121000,2483000,2382000,2326000,2298000,2439000,2723000,2639000,2811000,2871000
47113,GovAid,7469000,8280000,8332000,8798000,9196000,10793000,10347000,10081000,9809000,10450000,11631000,11141000,11910000,12060000
47115,GovAid,2314000,2556000,2558000,2703000,2792000,3250000,3100000,3020000,2943000,3114000,3467000,3314000,3540000,3581000
47117,GovAid,2232000,2484000,2501000,2647000,2790000,3290000,3180000,3162000,3139000,3354000,3759000,3628000,3869000,3905000
47119,GovAid,5758000,6361000,6439000,6892000,7281000,8612000,8350000,8333000,8299000,8893000,9937000,9576000,10252000,10624000
47121,GovAid,922000,1024000,1023000,1074000,1126000,1315000,1253000,1226000,1211000,1296000,1447000,1374000,1461000,1481000
47123,GovAid,3248000,3600000,3652000,3894000,4137000,4922000,4744000,4691000,4637000,4896000,5468000,5286000,5644000,5682000
47125,GovAid,11050000,12314000,12456000,13216000,14186000,17404000,16686000,17033000,16740000,18470000,21042000,20607000,22982000,23341000
47127,GovAid,472000,525000,540000,565000,598000,706000,671000,662000,653000,694000,772000,746000,786000,790000
47129,GovAid,1520000,1701000,1713000,1820000,1897000,2223000,2116000,2093000,2042000,2162000,2416000,2309000,2456000,2452000
47131,GovAid,2691000,2955000,2956000,3111000,3233000,3747000,3521000,3418000,3326000,3497000,3887000,3715000,3906000,3927000
47133,GovAid,1684000,1865000,1877000,1970000,2086000,2452000,2362000,2325000,2268000,2424000,2704000,2604000,2770000,2769000
47135,GovAid,629000,680000,686000,731000,757000,882000,836000,820000,808000,862000,969000,922000,978000,1001000
47137,GovAid,409000,457000,467000,484000,498000,582000,553000,540000,532000,561000,620000,597000,628000,629000
47139,GovAid,1339000,1497000,1490000,1575000,1629000,1910000,1823000,1776000,1745000,1841000,2054000,1964000,2073000,2121000
47141,GovAid,5044000,5615000,5689000,6060000,6396000,7575000,7347000,7242000,7181000,7696000,8660000,8356000,8947000,9077000
47143,GovAid,2321000,2567000,2591000,2764000,2895000,3425000,3296000,3236000,3204000,3435000,3834000,3701000,3970000,4010000
47145,GovAid,4312000,4773000,4792000,5084000,5319000,6205000,5940000,5801000,5669000,5996000,6633000,6341000,6698000,6691000
47147,GovAid,4568000,5132000,5220000,5575000,5888000,6986000,6809000,6781000,6765000,7267000,8138000,7856000,8359000,8515000
47149,GovAid,14966000,17086000,17702000,19314000,20934000,25515000,25465000,25887000,26096000,28336000,32059000,31413000,34075000,35396000
47151,GovAid,1766000,1973000,1984000,2084000,2178000,2556000,2436000,2380000,2318000,2448000,2723000,2600000,2769000,2768000
47153,GovAid,942000,1052000,1077000,1163000,1244000,1497000,1466000,1462000,1448000,1558000,1728000,1673000,1792000,1857000
47155,GovAid,5987000,6760000,6898000,7406000,7898000,9510000,9304000,9266000,9188000,9839000,11028000,10727000,11553000,11765000
47157,GovAid,73999000,81652000,82035000,86666000,90371000,105695000,100736000,97914000,95222000,100951000,112833000,108891000,116638000,117288000
47159,GovAid,1484000,1652000,1666000,1765000,1841000,2171000,2075000,2035000,2009000,2128000,2351000,2258000,2398000,2400000
47161,GovAid,1038000,1155000,1167000,1227000,1273000,1507000,1427000,1400000,1382000,1469000,1644000,1564000,1674000,1679000
47163,GovAid,12643000,13908000,13964000,14707000,15231000,17818000,16939000,16570000,16190000,17198000,19105000,18360000,19466000,19599000
47165,GovAid,10927000,12276000,12511000,13361000,14187000,16882000,16504000,16458000,16330000,17591000,19827000,19321000,20831000,21444000
47167,GovAid,4267000,4806000,4871000,5186000,5446000,6512000,6319000,6284000,6245000,6686000,7450000,7175000,7665000,7705000
47169,GovAid,601000,660000,661000,692000,723000,860000,822000,818000,806000,864000,961000,914000,969000,985000
47171,GovAid,1463000,1608000,1618000,1716000,1784000,2077000,1987000,1934000,1890000,2006000,2217000,2128000,2257000,2261000
47173,GovAid,1495000,1686000,1699000,1807000,1877000,2198000,2096000,2050000,2012000,2130000,2351000,2266000,2399000,2400000
47175,GovAid,457000,500000,503000,520000,540000,629000,594000,584000,574000,608000,679000,648000,701000,708000
47177,GovAid,3170000,3512000,3511000,3726000,3879000,4534000,4311000,4207000,4109000,4368000,4869000,4679000,4957000,5001000
47179,GovAid,8707000,9652000,9771000,10392000,10914000,12908000,12469000,12310000,12200000,13084000,14719000,14211000,15244000,15564000
47181,GovAid,1234000,1366000,1371000,1438000,1497000,1746000,1657000,1606000,1563000,1660000,1840000,1762000,1871000,1868000
47183,GovAid,2728000,3004000,3006000,3159000,3256000,3809000,3591000,3488000,3420000,3647000,4065000,3889000,4105000,4089000
47185,GovAid,1924000,2148000,2166000,2288000,2408000,2855000,2740000,2701000,2658000,2838000,3153000,3050000,3246000,3286000
47187,GovAid,10701000,12203000,12624000,13757000,14862000,18091000,17980000,18278000,18406000,20007000,22681000,22286000,24300000,25404000
47189,GovAid,7413000,8328000,8517000,9145000,9731000,11669000,11451000,11450000,11530000,12403000,14062000,13751000,14892000,15415000
48001,GovAid,3402000,3776000,3836000,4060000,4225000,4994000,4792000,4707000,4614000,4923000,5487000,5242000,5554000,5585000
48003,GovAid,1079000,1187000,1204000,1262000,1315000,1529000,1466000,1457000,1480000,1619000,1830000,1822000,2029000,2122000
48005,GovAid,6519000,7202000,7246000,7682000,8030000,9409000,9033000,8845000,8664000,9274000,10406000,10038000,10714000,10774000
48007,GovAid,1864000,2042000,2071000,2197000,2297000,2730000,2561000,2463000,2404000,2547000,2817000,2707000,2913000,2998000
48009,GovAid,743000,810000,819000,870000,912000,1060000,1004000,970000,954000,1000000,1123000,1045000,1108000,1110000
48011,GovAid,175000,190000,182000,188000,198000,232000,215000,203000,198000,207000,228000,224000,241000,240000
48013,GovAid,3233000,3662000,3750000,3997000,4234000,4973000,4772000,4692000,4601000,4937000,5524000,5369000,5829000,5863000
48015,GovAid,1973000,2229000,2275000,2449000,2604000,3075000,2965000,2950000,2920000,3129000,3489000,3375000,3582000,3640000
48017,GovAid,550000,611000,611000,657000,697000,821000,772000,741000,727000,775000,873000,839000,887000,902000
48019,GovAid,1476000,1664000,1712000,1838000,1926000,2266000,2180000,2166000,2121000,2237000,2508000,2407000,2568000,2486000
48021,GovAid,4726000,5477000,5698000,6212000,6582000,7793000,7529000,7478000,7394000,7952000,8921000,8659000,9174000,9599000
48023,GovAid,338000,362000,358000,382000,396000,453000,426000,415000,389000,408000,452000,433000,447000,447000
48025,GovAid,2074000,2279000,2267000,2394000,2461000,2845000,2697000,2624000,2543000,2713000,3017000,2929000,3147000,3168000
48027,GovAid,19398000,21825000,22332000,23817000,25284000,30390000,29610000,30284000,30552000,32683000,37781000,36613000,39813000,40661000
48029,GovAid,114641000,128353000,130915000,139849000,148309000,175995000,171340000,170765000,169901000,183454000,208336000,203904000,221082000,226652000
48031,GovAid,701000,800000,816000,874000,932000,1112000,1066000,1053000,1049000,1138000,1290000,1245000,1330000,1319000
48033,GovAid,60000,62000,64000,66000,68000,75000,71000,64000,64000,69000,80000,75000,78000,80000
48035,GovAid,1402000,1560000,1578000,1677000,1768000,2075000,1970000,1919000,1856000,1971000,2224000,2133000,2254000,2227000
48037,GovAid,6926000,7626000,7622000,8024000,8360000,9768000,9349000,9114000,8961000,9593000,10712000,10296000,10985000,11123000
48039,GovAid,19514000,22009000,22660000,24426000,26066000,31144000,30551000,30685000,30665000,33326000,37666000,36723000,39727000,40552000
48041,GovAid,11749000,13180000,13497000,14625000,15511000,18467000,18084000,17981000,18088000,19857000,22580000,21950000,23728000,24353000
48043,GovAid,713000,785000,799000,853000,886000,1017000,961000,940000,921000,999000,1139000,1105000,1168000,1192000
48045,GovAid,152000,164000,162000,173000,179000,204000,190000,178000,174000,182000,202000,198000,198000,196000
48047,GovAid,661000,705000,706000,739000,764000,886000,830000,796000,768000,806000,886000,852000,903000,922000
48049,GovAid,2982000,3292000,3300000,3480000,3625000,4250000,4057000,3937000,3831000,4053000,4514000,4328000,4580000,4610000
48051,GovAid,1380000,1534000,1536000,1633000,1706000,2008000,1880000,1822000,1779000,1887000,2116000,2039000,2181000,2153000
48053,GovAid,2825000,3231000,3330000,3589000,3834000,4564000,4462000,4433000,4364000,4638000,5168000,5009000,5340000,5403000
48055,GovAid,2577000,2949000,3038000,3241000,3442000,4015000,3799000,3714000,3639000,3854000,4309000,4177000,4471000,4638000
48057,GovAid,1723000,1909000,1890000,1990000,2078000,2421000,2304000,2242000,2202000,2358000,2611000,2512000,2700000,2706000
48059,GovAid,1073000,1168000,1176000,1249000,1323000,1556000,1475000,1446000,1414000,1502000,1666000,1599000,1697000,1701000
48061,GovAid,27908000,31374000,32133000,34618000,36737000,43640000,42027000,41469000,41051000,44248000,50062000,48687000,52096000,52626000
48063,GovAid,958000,1042000,1058000,1117000,1174000,1401000,1336000,1318000,1292000,1371000,1528000,1469000,1568000,1559000
48065,GovAid,538000,584000,596000,615000,638000,752000,707000,681000,651000,685000,755000,734000,767000,759000
48067,GovAid,2516000,2752000,2754000,2891000,3002000,3503000,3314000,3229000,3148000,3341000,3731000,3562000,3757000,3758000
48069,GovAid,687000,750000,745000,779000,801000,927000,862000,832000,813000,870000,999000,953000,1032000,1025000
48071,GovAid,2182000,2466000,2526000,2711000,2890000,3441000,3320000,3302000,3309000,3794000,4365000,4220000,4592000,4787000
48073,GovAid,3696000,4105000,4135000,4407000,4613000,5426000,5176000,5069000,4971000,5313000,5961000,5740000,6127000,6067000
48075,GovAid,499000,542000,537000,553000,571000,653000,625000,607000,589000,622000,700000,667000,712000,701000
48077,GovAid,922000,1024000,1040000,1092000,1135000,1326000,1238000,1190000,1136000,1200000,1322000,1260000,1322000,1314000
48079,GovAid,305000,333000,320000,334000,335000,385000,355000,338000,318000,336000,380000,357000,373000,362000
48081,GovAid,299000,329000,325000,339000,343000,400000,375000,354000,344000,363000,408000,384000,400000,399000
48083,GovAid,759000,831000,819000,851000,885000,1023000,981000,944000,933000,984000,1095000,1035000,1092000,1066000
48085,GovAid,41670000,49268000,51986000,57199000,62296000,76011000,75981000,77055000,77806000,85021000,97251000,96391000,105407000,108757000
48087,GovAid,264000,282000,281000,288000,301000,345000,324000,317000,313000,334000,373000,361000,376000,380000
48089,GovAid,1638000,1793000,1818000,1935000,2009000,2351000,2240000,2187000,2152000,2277000,2547000,2434000,2578000,2569000
48091,GovAid,6499000,7362000,7572000,8167000,8821000,10616000,10554000,10671000,10779000,11747000,13411000,13209000,14385000,14962000
48093,GovAid,1149000,1243000,1235000,1296000,1358000,1597000,1520000,1472000,1440000,1533000,1709000,1629000,1714000,1705000
48095,GovAid,218000,234000,236000,249000,259000,301000,274000,270000,269000,279000,309000,298000,309000,346000
48097,GovAid,2992000,3343000,3398000,3582000,3752000,4410000,4184000,4071000,3955000,4209000,4683000,4491000,4809000,4834000
48099,GovAid,4910000,5403000,5375000,5501000,5846000,6934000,6577000,6563000,6573000,7021000,7962000,7744000,8271000,8472000
48101,GovAid,156000,162000,158000,164000,167000,193000,175000,163000,161000,168000,187000,179000,187000,185000
48103,GovAid,328000,356000,357000,370000,386000,446000,423000,424000,429000,474000,533000,509000,561000,586000
48105,GovAid,333000,352000,352000,372000,386000,449000,412000,401000,394000,412000,453000,430000,463000,458000
48107,GovAid,585000,637000,628000,647000,663000,761000,713000,671000,646000,668000,739000,711000,756000,728000
48109,GovAid,247000,265000,262000,270000,272000,311000,287000,274000,261000,265000,297000,283000,291000,295000
48111,GovAid,522000,574000,570000,598000,627000,733000,689000,683000,682000,729000,831000,814000,887000,897000
