FIPS,year,co_year,County_name,storm,hit_year,treatment,NONPROFITS,CONT,EXPS,GRPROF,INVINC,OTHINC,TOTREV,TOTASS,LAND_AREA,pop,density,concentration,wealth,distribution,output,use,dependence,post,tpost,fixedcont
01001,2000,01001-2000,Autauga County,IKE,2008,0,39,4031249,46659080,45760,397673,1039597,48938362,115129220,594.437,43872,8.889496717724289e-4,0.41354372123602895,2952031.282051282,10.09616184817164,1063.5275346462436,103365.35897435897,8.237400753216873,0,0,12261887
01001,2001,01001-2001,Autauga County,IKE,2008,0,39,3887278,51395390,82903,275827,855668,52366437,115970401,594.437,44434,8.777062609713282e-4,0.44247205785667326,2973600.0256410255,10.547105709119515,1156.6680920016204,99673.79487179487,7.423224154051192,0,0,12261887
01001,2002,01001-2002,Autauga County,IKE,2008,0,48,6818799,58790696,110160,242014,792065,62111400,125888658,594.437,45157,0.0010629581238789114,0.395138888888889,2622680.375,12.301104055119747,1301.9176650353213,142058.3125,10.978337310059024,0,0,12261887
01001,2003,01001-2003,Autauga County,IKE,2008,0,48,8618087,64427695,60506,308459,1033154,67054126,134770323,594.437,45762,0.0010489052051920807,0.30399305555555556,2807715.0625,32.921773911523,1407.8863467505792,179543.47916666666,12.852433569859667,0,0,12261887
01001,2004,01001-2004,Autauga County,IKE,2008,0,54,11294077,70814385,82004,212353,793740,74667409,143418200,594.437,46933,0.001150576353525238,0.2999783409140134,2655892.592592593,21.58277465724467,1508.839942045043,209149.57407407407,15.125845601526095,0,0,12261887
01001,2005,01001-2005,Autauga County,IKE,2008,0,51,8530274,76051989,19199,1299035,1378066,84493394,170236713,594.437,47870,0.0010653854188426989,0.265626580869706,3337974.7647058824,17.224120354638412,1588.7192187173596,167260.27450980392,10.095788080190033,0,0,12261887
01001,2006,01001-2006,Autauga County,IKE,2008,0,56,13886485,88269725,56013,1072723,2545603,96222257,188761007,594.437,49105,0.0011404133998574484,0.28204719387755106,3370732.2678571427,24.04425388561366,1797.5710212809286,247972.94642857142,14.431676654601855,0,0,12261887
01001,2007,01001-2007,Autauga County,IKE,2008,0,56,12261887,94009360,56484,1487116,1886761,98239158,199446677,594.437,49834,0.0011237307862102179,0.292036379769299,3561547.8035714286,15.246306189507566,1886.4502147128467,218962.26785714287,12.481669478478226,0,0,12261887
01001,2009,01001-2009,Autauga County,IKE,2008,0,65,14536962,109755849,1586128,853839,3103595,115202931,240765412,594.437,50756,0.0012806367720072504,0.3384069185252617,3704083.2615384613,28.181112635065062,2162.421171881157,223645.56923076924,12.618569574414733,1,1,12261887
01001,2010,01001-2010,Autauga County,IKE,2008,0,61,10993350,108634637,1839517,420121,3685401,113962160,241755477,594.437,54773,0.0011136874007266354,0.3398978769148079,3963204.5409836066,15.26278100395454,1983.3610903182225,180218.8524590164,9.646491431892832,1,2,12261887
01001,2011,01001-2011,Autauga County,IKE,2008,0,54,9900423,105924104,1705584,507217,4004114,111109112,254424198,594.437,55227,9.777826063338585e-4,0.3458749755046052,4711559.222222222,10.98113326111054,1917.9767867166422,183341.16666666666,8.910541018454005,1,3,12261887
01001,2012,01001-2012,Autauga County,IKE,2008,0,49,10185979,105347032,1636906,808861,3720690,111912523,255903407,594.437,54954,8.916548385922772e-4,0.34443981674302376,5222518.510204081,10.623238980121007,1917.0038941660298,207877.1224489796,9.101732966917384,1,4,12261887
01001,2013,01001-2013,Autauga County,IKE,2008,0,50,16146117,106464677,1638382,1877097,3512513,120948992,278307202,594.437,54727,9.136258154110403e-4,0.33702857142857146,5566144.04,12.835469177618856,1945.3775467319604,322922.34,13.34952588939311,1,5,12261887
01003,2000,01003-2000,Baldwin County,IKE,2008,0,134,24616496,193972908,1104734,25101535,2886447,221651571,477655067,1589.786,141358,9.479477638336706e-4,0.22145748307182755,3564590.052238806,54.91117406039759,1372.2103312157783,183705.19402985074,11.105942488447331,0,0,53183326
01003,2001,01003-2001,Baldwin County,IKE,2008,0,150,24037897,175058073,947003,9807880,2065406,184699391,474472837,1589.786,144988,0.001034568378072668,0.19746432748538012,3163152.2466666666,44.90458824625996,1207.3969776809115,160252.64666666667,13.014605446100253,0,0,53183326
01003,2002,01003-2002,Baldwin County,IKE,2008,0,165,21909907,183972995,1007333,24490038,3685607,216736214,543581256,1589.786,148141,0.0011138037410305048,0.20567944722937273,3294431.8545454545,59.11736579311122,1241.8776368459778,132787.31515151515,10.109019898262133,0,0,53183326
01003,2003,01003-2003,Baldwin County,IKE,2008,0,180,25411923,206386980,1092254,7607194,2601000,211989847,548810021,1589.786,151707,0.0011864976566671281,0.20685956790123455,3048944.561111111,44.59974577376036,1360.431489647808,141177.35,11.987330223413954,0,0,53183326
01003,2004,01003-2004,Baldwin County,IKE,2008,0,188,29979160,184061589,1193015,8266562,2129776,195996080,422619560,1589.786,156573,0.001200717876006719,0.202767897561922,2247976.3829787234,28.062167851249335,1175.5640436090514,159463.6170212766,15.295795711832605,0,0,53183326
01003,2005,01003-2005,Baldwin County,IKE,2008,0,210,34854275,239231517,1129057,254065483,3725544,500408113,914877337,1589.786,162564,0.0012917989222706134,0.1934544549527128,4356558.747619048,35.5846299587539,1471.6143611131615,165972.7380952381,6.965169847276237,0,0,53183326
01003,2006,01003-2006,Baldwin County,IKE,2008,0,219,40237582,313962514,1248542,36778597,7802301,361152601,1514113576,1589.786,168516,0.0012995798618528804,0.186872667375576,6913760.621004567,44.53133774114664,1863.1021030643974,183733.25114155252,11.141434919362522,0,0,53183326
01003,2007,01003-2007,Baldwin County,IKE,2008,0,246,53183326,355258188,1302894,40215272,8554872,404285964,1759146920,1589.786,172815,0.0014234875444839859,0.18162611068619391,7151003.739837399,55.607128673550434,2055.71384428435,216192.38211382114,13.15487816440741,0,0,53183326
01003,2009,01003-2009,Baldwin County,IKE,2008,0,254,46605534,400296019,1333412,3775052,6527119,385947126,1486235993,1589.786,179878,0.0014120681795439132,0.17817560868766597,5851322.807086614,55.86615427875154,2225.3750820000223,183486.35433070865,12.075626649439023,1,1,53183326
01003,2010,01003-2010,Baldwin County,IKE,2008,0,255,51463444,388799463,1438014,30654570,7941142,452862461,2164384262,1589.786,183112,0.0013925903272314212,0.1931957794010851,8487781.419607842,55.30056625740898,2123.2877310061604,201817.42745098038,11.36403399088537,1,2,53183326
01003,2011,01003-2011,Baldwin County,IKE,2008,0,278,73323757,422028099,3020809,28870357,8442477,458645383,2376959545,1589.786,186558,0.0014901531963250035,0.1854016162775826,8550214.190647483,61.095880359956034,2262.1817290065287,263754.52158273384,15.987026081106325,1,3,53183326
01003,2012,01003-2012,Baldwin County,IKE,2008,0,276,50731401,415626246,805233,17841975,9249137,425175920,2377178184,1589.786,190145,0.0014515238370717085,0.18099389971051025,8612964.43478261,54.59603595298456,2185.8384180493836,183809.4239130435,11.931861286970344,1,4,53183326
01003,2013,01003-2013,Baldwin County,IKE,2008,0,282,57859454,431594068,1377141,25812798,11369583,490039220,2350874013,1589.786,194885,0.0014470072093798907,0.17371666500423283,8336432.670212766,59.174723923560485,2214.6089642609745,205175.36879432623,11.807106786269067,1,5,53183326
01007,2000,01007-2000,Bibb County,IKE,2008,0,6,182902,1519313,3330,23454,8104,1617087,3099682,622.581,19936,3.0096308186195825e-4,0.2777777777777778,516613.6666666667,4.081819949736716,76.20952046548956,30483.666666666668,11.310585021090393,0,0,22729834
01007,2001,01007-2001,Bibb County,IKE,2008,0,7,124337,2312264,7062,25831,11054,2586858,6889434,622.581,20942,3.34256518002101e-4,0.26530612244897955,984204.8571428572,4.6828054572757685,110.41275904880145,17762.428571428572,4.806487252102744,0,0,22729834
01007,2002,01007-2002,Bibb County,IKE,2008,0,8,445752,3119189,32670,26877,26279,3517796,7535156,622.581,20983,3.8126102082638324e-4,0.21875,941894.5,4.612298343581743,148.6531477863032,55719,12.671343079587333,0,0,22729834
01007,2003,01007-2003,Bibb County,IKE,2008,0,9,150656,2838091,32790,27121,13538,2719937,6879038,622.581,21037,4.278176546085468e-4,0.2222222222222222,764337.5555555555,377.7239712786523,134.90949279840282,16739.555555555555,5.538951821310567,0,0,22729834
01007,2004,01007-2004,Bibb County,IKE,2008,0,9,376362,3137767,24588,16082,7333,3254800,7348809,622.581,21208,4.243681629573746e-4,0.2222222222222222,816534.3333333334,6.3249786190505475,147.9520463975858,41818,11.563291139240505,0,0,22729834
01007,2005,01007-2005,Bibb County,IKE,2008,0,8,206619,3226357,35649,24163,28820,3468903,7313210,622.581,21375,3.7426900584795324e-4,0.3125,914151.25,6.10635249858879,150.9406783625731,25827.375,5.956321061730466,0,0,22729834
01007,2007,01007-2007,Bibb County,IKE,2008,0,11,22729834,3914330,17328,3736766,811593,29909826,26168917,622.581,21485,5.119851058878287e-4,0.32231404958677684,2378992.4545454546,89.02619421822165,182.18896904817313,2066348.5454545454,75.99453771479648,0,0,22729834
01007,2009,01007-2009,Bibb County,IKE,2008,0,10,489181,3722195,51191,25295,91844,4207432,7926884,622.581,21587,4.632417658776115e-4,0.22000000000000008,792688.4,5.733171354229826,172.4276184740816,48918.1,11.626593133293657,1,1,22729834
01007,2010,01007-2010,Bibb County,IKE,2008,0,13,628651,3789596,0,25064,44199,4489700,8352944,622.581,22870,5.684302579798863e-4,0.18343195266272191,642534.1538461539,71.89068889943289,165.70161783996502,48357.769230769234,14.002071407889169,1,2,22729834
01007,2011,01007-2011,Bibb County,IKE,2008,0,12,652872,3645355,0,51255,-53460,4060206,8977837,622.581,22745,5.275884809848319e-4,0.1597222222222222,748153.0833333334,4.891547796944244,160.27060892503846,54406,16.079775262634456,1,3,22729834
01007,2012,01007-2012,Bibb County,IKE,2008,0,15,607463,3774737,0,22823,-53284,4261373,9491904,622.581,22667,6.617549741915561e-4,0.17079365079365078,632793.6,26.32147233735808,166.53006573432742,40497.53333333333,14.255100410126031,1,4,22729834
01007,2013,01007-2013,Bibb County,IKE,2008,0,14,1868974,6421649,0,28354,6913,7237571,10823594,622.581,22521,6.216420230007549e-4,0.2193877551020408,773113.8571428572,9.669525794584626,285.14049109719815,133498.14285714287,25.823221630571915,1,5,22729834
01013,2000,01013-2000,Butler County,IKE,2008,0,14,1698992,19425245,15642,379511,2258638,20268491,56129742,776.827,21313,6.568760850185333e-4,0.2755102040816326,4009267.285714286,12.426421587969667,911.4270632947027,121356.57142857143,8.382429653988547,0,0,1316571
01013,2001,01013-2001,Butler County,IKE,2008,0,12,771866,22075998,7438,657957,1175574,23162297,61865686,776.827,21036,5.704506560182544e-4,0.2916666666666667,5155473.833333333,4.698507555597057,1049.438961779806,64322.166666666664,3.332424240998205,0,0,1316571
01013,2002,01013-2002,Butler County,IKE,2008,0,14,1355826,22389438,9807,246627,1519803,23883506,52838256,776.827,20607,6.793807929344397e-4,0.26530612244897955,3774161.1428571427,19.543959971408157,1086.4967244140341,96844.71428571429,5.676829859066755,0,0,1316571
